Name,Image,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Pattern Customize Options,Kit Cost,Kit Type,Cyrus Customize Price,Buy,Sell,Color 1,Color 2,Exchange Price,Exchange Currency,Size,Source,Source Notes,Season/Event,Season/Event Exclusive,HHA Base Points,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,HHA Category,Interact,Tag,Outdoor,Lighting Type,Catalog,Version Added,Unlocked?,Filename,Variant ID,Internal ID,Unique Entry ID
festival-lantern set,,Red,Hanger color,Yellow & white stripes,Lantern pattern,Yes,Yes,Yes,Default; Custom; Sable,4,Normal,3100,NFS,2000,Red,Yellow,NA,NA,2x1,Crafting,,NA,NA,103,harmonious,party,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,Not for sale,2.0.0,Yes,FtrAsianLanternMCeiling_Remake_2_6,2_6,13220,BCh2F6BJjy5DSXkov
festival-lantern set,,Red,Hanger color,Green & white stripes,Lantern pattern,Yes,Yes,Yes,Default; Custom; Sable,4,Normal,3100,NFS,2000,Red,Green,NA,NA,2x1,Crafting,,NA,NA,103,harmonious,party,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,Not for sale,2.0.0,Yes,FtrAsianLanternMCeiling_Remake_2_7,2_7,13220,YC8gxhQ26KnpfeGmW
festival-lantern set,,Brass,Hanger color,Fuku (Good fortune),Lantern pattern,Yes,Yes,Yes,Default; Custom; Sable,4,Normal,3100,NFS,2000,Brown,Red,NA,NA,2x1,Crafting,,NA,NA,103,harmonious,party,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,Not for sale,2.0.0,Yes,FtrAsianLanternMCeiling_Remake_3_0,3_0,13220,dqeaa3ZMXvxaZCxJJ
festival-lantern set,,Brass,Hanger color,Flowers,Lantern pattern,Yes,Yes,Yes,Default; Custom; Sable,4,Normal,3100,NFS,2000,Brown,Aqua,NA,NA,2x1,Crafting,,NA,NA,103,harmonious,party,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,Not for sale,2.0.0,Yes,FtrAsianLanternMCeiling_Remake_3_1,3_1,13220,yJr4xvPnejQeq4QDA
festival-lantern set,,Brass,Hanger color,Matsuri (Festival),Lantern pattern,Yes,Yes,Yes,Default; Custom; Sable,4,Normal,3100,NFS,2000,Brown,Red,NA,NA,2x1,Crafting,,NA,NA,103,harmonious,party,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,Not for sale,2.0.0,Yes,FtrAsianLanternMCeiling_Remake_3_2,3_2,13220,P5SptwCCkMmTi8aPw
festival-lantern set,,Brass,Hanger color,Crest,Lantern pattern,Yes,Yes,Yes,Default; Custom; Sable,4,Normal,3100,NFS,2000,Brown,White,NA,NA,2x1,Crafting,,NA,NA,103,harmonious,party,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,Not for sale,2.0.0,Yes,FtrAsianLanternMCeiling_Remake_3_3,3_3,13220,LodfB6uWEayx4BxAK
festival-lantern set,,Brass,Hanger color,Red & white stripes,Lantern pattern,Yes,Yes,Yes,Default; Custom; Sable,4,Normal,3100,NFS,2000,Brown,Red,NA,NA,2x1,Crafting,,NA,NA,103,harmonious,party,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,Not for sale,2.0.0,Yes,FtrAsianLanternMCeiling_Remake_3_4,3_4,13220,hWn3styS3tY6xeBey
festival-lantern set,,Brass,Hanger color,Blue & white stripes,Lantern pattern,Yes,Yes,Yes,Default; Custom; Sable,4,Normal,3100,NFS,2000,Brown,Blue,NA,NA,2x1,Crafting,,NA,NA,103,harmonious,party,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,Not for sale,2.0.0,Yes,FtrAsianLanternMCeiling_Remake_3_5,3_5,13220,TnZj3Eff3X8eyspaP
festival-lantern set,,Brass,Hanger color,Yellow & white stripes,Lantern pattern,Yes,Yes,Yes,Default; Custom; Sable,4,Normal,3100,NFS,2000,Brown,Yellow,NA,NA,2x1,Crafting,,NA,NA,103,harmonious,party,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,Not for sale,2.0.0,Yes,FtrAsianLanternMCeiling_Remake_3_6,3_6,13220,GAWGymWRsLZ3W7r7T
festival-lantern set,,Brass,Hanger color,Green & white stripes,Lantern pattern,Yes,Yes,Yes,Default; Custom; Sable,4,Normal,3100,NFS,2000,Brown,Green,NA,NA,2x1,Crafting,,NA,NA,103,harmonious,party,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,Not for sale,2.0.0,Yes,FtrAsianLanternMCeiling_Remake_3_7,3_7,13220,kfxyRS85Ah6c5adft
fluorescent light,,White,Color,NA,NA,No,No,No,NA,NA,None,1000,1400,350,White,White,1300,Poki,2x1,Nook's Cranny; HHP Office,,NA,NA,151,office,facility,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrFluorescentSimpleCeiling_Remake_0_0,0_0,13147,ZSCama3Fsjpmgkon5
fluorescent light,,Black,Color,NA,NA,No,No,No,NA,NA,None,1000,1400,350,Black,Black,1300,Poki,2x1,Nook's Cranny; HHP Office,,NA,NA,151,office,facility,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrFluorescentSimpleCeiling_Remake_1_0,1_0,13147,P9LyeSRK9Cq6cLymt
fluorescent light,,Silver,Color,NA,NA,No,No,No,NA,NA,None,1000,1400,350,Gray,Gray,1300,Poki,2x1,Nook's Cranny; HHP Office,,NA,NA,151,office,facility,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrFluorescentSimpleCeiling_Remake_2_0,2_0,13147,EaprMcD47gkv4q8Jp
hanging cube light,,NA,NA,White,Color,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1500,375,White,White,1400,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,stylish,living room,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrLampCubeCeiling_Remake_0_0,0_0,13764,YRnzKvGGCaouKtknw
hanging cube light,,NA,NA,Yellow,Color,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1500,375,White,Yellow,1400,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,stylish,living room,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrLampCubeCeiling_Remake_0_1,0_1,13764,wdDxug85M54YfyLXG
hanging cube light,,NA,NA,Orange,Color,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1500,375,White,Orange,1400,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,stylish,living room,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrLampCubeCeiling_Remake_0_2,0_2,13764,JytppiuTRH4JdHqyH
hanging cube light,,NA,NA,Red,Color,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1500,375,White,Red,1400,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,stylish,living room,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrLampCubeCeiling_Remake_0_3,0_3,13764,YLjx3Nx7buCoMKeja
hanging cube light,,NA,NA,Pink,Color,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1500,375,White,Pink,1400,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,stylish,living room,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrLampCubeCeiling_Remake_0_4,0_4,13764,bGa6fcPRQFri8pitH
hanging cube light,,NA,NA,Purple,Color,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1500,375,White,Purple,1400,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,stylish,living room,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrLampCubeCeiling_Remake_0_5,0_5,13764,M6HqgrDwJTXvhsRYF
hanging cube light,,NA,NA,Blue,Color,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1500,375,White,Blue,1400,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,stylish,living room,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrLampCubeCeiling_Remake_0_6,0_6,13764,q6xdhdAZpiPDpAYr5
hanging cube light,,NA,NA,Green,Color,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1500,375,White,Green,1400,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,stylish,living room,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrLampCubeCeiling_Remake_0_7,0_7,13764,Wv729SbyD3rz8aWkQ
hanging glowing moss,,Green,Color,NA,NA,Yes,Yes,No,NA,1,Normal,1000,NFS,550,Green,Green,NA,NA,1x1,Crafting,,NA,NA,103,nature,fantasy,None,None,None,No,CeilingEtc,No,No lighting,Not for sale,2.0.0,Yes,FtrLuMossLightCeiling_Remake_0_0,0_0,14210,2oEM3YxZbrpFnDnLv
hanging glowing moss,,Turquoise,Color,NA,NA,Yes,Yes,No,NA,1,Normal,1000,NFS,550,Green,Aqua,NA,NA,1x1,Crafting,,NA,NA,103,nature,fantasy,None,None,None,No,CeilingEtc,No,No lighting,Not for sale,2.0.0,Yes,FtrLuMossLightCeiling_Remake_1_0,1_0,14210,6QXX6qnZWcKwqNrch
hanging glowing moss,,Blue,Color,NA,NA,Yes,Yes,No,NA,1,Normal,1000,NFS,550,Aqua,Aqua,NA,NA,1x1,Crafting,,NA,NA,103,nature,fantasy,None,None,None,No,CeilingEtc,No,No lighting,Not for sale,2.0.0,Yes,FtrLuMossLightCeiling_Remake_2_0,2_0,14210,qXcjz5bDWqN6Mc9fm
hanging glowing moss,,Red,Color,NA,NA,Yes,Yes,No,NA,1,Normal,1000,NFS,550,Red,Red,NA,NA,1x1,Crafting,,NA,NA,103,nature,fantasy,None,None,None,No,CeilingEtc,No,No lighting,Not for sale,2.0.0,Yes,FtrLuMossLightCeiling_Remake_3_0,3_0,14210,Hwf8aXPE3YyXcX7zb
hanging glowing moss,,Yellow,Color,NA,NA,Yes,Yes,No,NA,1,Normal,1000,NFS,550,Yellow,Yellow,NA,NA,1x1,Crafting,,NA,NA,103,nature,fantasy,None,None,None,No,CeilingEtc,No,No lighting,Not for sale,2.0.0,Yes,FtrLuMossLightCeiling_Remake_4_0,4_0,14210,dAQgXBmMmazNsTHag
hanging glowing moss,,Pink,Color,NA,NA,Yes,Yes,No,NA,1,Normal,1000,NFS,550,Pink,Pink,NA,NA,1x1,Crafting,,NA,NA,103,nature,fantasy,None,None,None,No,CeilingEtc,No,No lighting,Not for sale,2.0.0,Yes,FtrLuMossLightCeiling_Remake_5_0,5_0,14210,SN2fFRfQEM2RNXYR6
hanging glowing moss,,White,Color,NA,NA,Yes,Yes,No,NA,1,Normal,1000,NFS,550,White,Gray,NA,NA,1x1,Crafting,,NA,NA,103,nature,fantasy,None,None,None,No,CeilingEtc,No,No lighting,Not for sale,2.0.0,Yes,FtrLuMossLightCeiling_Remake_6_0,6_0,14210,aivAzWFeZaaJvDvXS
hanging glowing moss,,Gray,Color,NA,NA,Yes,Yes,No,NA,1,Normal,1000,NFS,550,Gray,Blue,NA,NA,1x1,Crafting,,NA,NA,103,nature,fantasy,None,None,None,No,CeilingEtc,No,No lighting,Not for sale,2.0.0,Yes,FtrLuMossLightCeiling_Remake_7_0,7_0,14210,Q7kmrB2wkAXDFpdzB
hanging guide sign,,White,Color,Default,Pictogram,No,No,Yes,Default; Custom,1,Normal,1000,2300,575,White,Gray,2100,Poki,2x1,Nook's Cranny; HHP Office,,NA,NA,151,facility,shop,None,None,None,No,CeilingEtc,No,No lighting,For sale,2.0.0,Yes,FtrHangingBoardCeiling_Remake_0_0,0_0,13926,2qr8emcaC2tYFK4fZ
hanging guide sign,,White,Color,↑,Pictogram,No,No,Yes,Default; Custom,1,Normal,1000,2300,575,White,Gray,2100,Poki,2x1,Nook's Cranny; HHP Office,,NA,NA,151,facility,shop,None,None,None,No,CeilingEtc,No,No lighting,For sale,2.0.0,Yes,FtrHangingBoardCeiling_Remake_0_1,0_1,13926,Ryg4Hbgwojm42oGJN
hanging guide sign,,White,Color,→,Pictogram,No,No,Yes,Default; Custom,1,Normal,1000,2300,575,White,Gray,2100,Poki,2x1,Nook's Cranny; HHP Office,,NA,NA,151,facility,shop,None,None,None,No,CeilingEtc,No,No lighting,For sale,2.0.0,Yes,FtrHangingBoardCeiling_Remake_0_2,0_2,13926,tfmAkqWSJhxAaZmDi
hanging guide sign,,White,Color,←,Pictogram,No,No,Yes,Default; Custom,1,Normal,1000,2300,575,White,Gray,2100,Poki,2x1,Nook's Cranny; HHP Office,,NA,NA,151,facility,shop,None,None,None,No,CeilingEtc,No,No lighting,For sale,2.0.0,Yes,FtrHangingBoardCeiling_Remake_0_3,0_3,13926,G7XFHrEGCW2zgoA3T
hanging guide sign,,White,Color,No Entry,Pictogram,No,No,Yes,Default; Custom,1,Normal,1000,2300,575,White,Red,2100,Poki,2x1,Nook's Cranny; HHP Office,,NA,NA,151,facility,shop,None,None,None,No,CeilingEtc,No,No lighting,For sale,2.0.0,Yes,FtrHangingBoardCeiling_Remake_0_4,0_4,13926,Pm8fdQ7Begc9JJs6u
hanging guide sign,,White,Color,Coffee,Pictogram,No,No,Yes,Default; Custom,1,Normal,1000,2300,575,White,Green,2100,Poki,2x1,Nook's Cranny; HHP Office,,NA,NA,151,facility,shop,None,None,None,No,CeilingEtc,No,No lighting,For sale,2.0.0,Yes,FtrHangingBoardCeiling_Remake_0_5,0_5,13926,3ZQY5tFjWXYsJdybD
hanging guide sign,,White,Color,Luggage,Pictogram,No,No,Yes,Default; Custom,1,Normal,1000,2300,575,White,Blue,2100,Poki,2x1,Nook's Cranny; HHP Office,,NA,NA,151,facility,shop,None,None,None,No,CeilingEtc,No,No lighting,For sale,2.0.0,Yes,FtrHangingBoardCeiling_Remake_0_6,0_6,13926,p5xbAiigafjzoCymA
hanging guide sign,,White,Color,Parking,Pictogram,No,No,Yes,Default; Custom,1,Normal,1000,2300,575,White,Yellow,2100,Poki,2x1,Nook's Cranny; HHP Office,,NA,NA,151,facility,shop,None,None,None,No,CeilingEtc,No,No lighting,For sale,2.0.0,Yes,FtrHangingBoardCeiling_Remake_0_7,0_7,13926,mqrjFRgzwQSDf4tFb
hanging guide sign,,Black,Color,Default,Pictogram,No,No,Yes,Default; Custom,1,Normal,1000,2300,575,Black,White,2100,Poki,2x1,Nook's Cranny; HHP Office,,NA,NA,151,facility,shop,None,None,None,No,CeilingEtc,No,No lighting,For sale,2.0.0,Yes,FtrHangingBoardCeiling_Remake_1_0,1_0,13926,2apgkbGbsWoe6Wztz
hanging guide sign,,Black,Color,↑,Pictogram,No,No,Yes,Default; Custom,1,Normal,1000,2300,575,Black,Gray,2100,Poki,2x1,Nook's Cranny; HHP Office,,NA,NA,151,facility,shop,None,None,None,No,CeilingEtc,No,No lighting,For sale,2.0.0,Yes,FtrHangingBoardCeiling_Remake_1_1,1_1,13926,Qoq4bNEMiQNgsMEYq
hanging guide sign,,Black,Color,→,Pictogram,No,No,Yes,Default; Custom,1,Normal,1000,2300,575,Black,Gray,2100,Poki,2x1,Nook's Cranny; HHP Office,,NA,NA,151,facility,shop,None,None,None,No,CeilingEtc,No,No lighting,For sale,2.0.0,Yes,FtrHangingBoardCeiling_Remake_1_2,1_2,13926,bxtn6t5iqYuRebAa8
hanging guide sign,,Black,Color,←,Pictogram,No,No,Yes,Default; Custom,1,Normal,1000,2300,575,Black,Gray,2100,Poki,2x1,Nook's Cranny; HHP Office,,NA,NA,151,facility,shop,None,None,None,No,CeilingEtc,No,No lighting,For sale,2.0.0,Yes,FtrHangingBoardCeiling_Remake_1_3,1_3,13926,BQzvNrpnQn56FPJ27
hanging guide sign,,Black,Color,No Entry,Pictogram,No,No,Yes,Default; Custom,1,Normal,1000,2300,575,Black,Red,2100,Poki,2x1,Nook's Cranny; HHP Office,,NA,NA,151,facility,shop,None,None,None,No,CeilingEtc,No,No lighting,For sale,2.0.0,Yes,FtrHangingBoardCeiling_Remake_1_4,1_4,13926,gx5rxcECvZsNongCv
hanging guide sign,,Black,Color,Coffee,Pictogram,No,No,Yes,Default; Custom,1,Normal,1000,2300,575,Black,Green,2100,Poki,2x1,Nook's Cranny; HHP Office,,NA,NA,151,facility,shop,None,None,None,No,CeilingEtc,No,No lighting,For sale,2.0.0,Yes,FtrHangingBoardCeiling_Remake_1_5,1_5,13926,q3TZ6HeA5N6F2PxWC
hanging guide sign,,Black,Color,Luggage,Pictogram,No,No,Yes,Default; Custom,1,Normal,1000,2300,575,Black,Blue,2100,Poki,2x1,Nook's Cranny; HHP Office,,NA,NA,151,facility,shop,None,None,None,No,CeilingEtc,No,No lighting,For sale,2.0.0,Yes,FtrHangingBoardCeiling_Remake_1_6,1_6,13926,YiawZhr97X2r83LKz
hanging guide sign,,Black,Color,Parking,Pictogram,No,No,Yes,Default; Custom,1,Normal,1000,2300,575,Black,Yellow,2100,Poki,2x1,Nook's Cranny; HHP Office,,NA,NA,151,facility,shop,None,None,None,No,CeilingEtc,No,No lighting,For sale,2.0.0,Yes,FtrHangingBoardCeiling_Remake_1_7,1_7,13926,QABqkCGC3vCH7FYsM
hanging guide sign,,Red,Color,Default,Pictogram,No,No,Yes,Default; Custom,1,Normal,1000,2300,575,Red,White,2100,Poki,2x1,Nook's Cranny; HHP Office,,NA,NA,151,facility,shop,None,None,None,No,CeilingEtc,No,No lighting,For sale,2.0.0,Yes,FtrHangingBoardCeiling_Remake_2_0,2_0,13926,aycwbGSXPo9npwqFS
hanging guide sign,,Red,Color,↑,Pictogram,No,No,Yes,Default; Custom,1,Normal,1000,2300,575,Red,Gray,2100,Poki,2x1,Nook's Cranny; HHP Office,,NA,NA,151,facility,shop,None,None,None,No,CeilingEtc,No,No lighting,For sale,2.0.0,Yes,FtrHangingBoardCeiling_Remake_2_1,2_1,13926,Tjx9wcHZhmMzF4g29
hanging guide sign,,Red,Color,→,Pictogram,No,No,Yes,Default; Custom,1,Normal,1000,2300,575,Red,Gray,2100,Poki,2x1,Nook's Cranny; HHP Office,,NA,NA,151,facility,shop,None,None,None,No,CeilingEtc,No,No lighting,For sale,2.0.0,Yes,FtrHangingBoardCeiling_Remake_2_2,2_2,13926,WaxsgQvthdEcFPzA8
hanging guide sign,,Red,Color,←,Pictogram,No,No,Yes,Default; Custom,1,Normal,1000,2300,575,Red,Gray,2100,Poki,2x1,Nook's Cranny; HHP Office,,NA,NA,151,facility,shop,None,None,None,No,CeilingEtc,No,No lighting,For sale,2.0.0,Yes,FtrHangingBoardCeiling_Remake_2_3,2_3,13926,X3NjrtNsgbCAn54wj
hanging guide sign,,Red,Color,No Entry,Pictogram,No,No,Yes,Default; Custom,1,Normal,1000,2300,575,Red,Red,2100,Poki,2x1,Nook's Cranny; HHP Office,,NA,NA,151,facility,shop,None,None,None,No,CeilingEtc,No,No lighting,For sale,2.0.0,Yes,FtrHangingBoardCeiling_Remake_2_4,2_4,13926,B2LPnk8MCoRkpLzw2
hanging guide sign,,Red,Color,Coffee,Pictogram,No,No,Yes,Default; Custom,1,Normal,1000,2300,575,Red,Green,2100,Poki,2x1,Nook's Cranny; HHP Office,,NA,NA,151,facility,shop,None,None,None,No,CeilingEtc,No,No lighting,For sale,2.0.0,Yes,FtrHangingBoardCeiling_Remake_2_5,2_5,13926,AgXdamceyBvnscWNK
hanging guide sign,,Red,Color,Luggage,Pictogram,No,No,Yes,Default; Custom,1,Normal,1000,2300,575,Red,Blue,2100,Poki,2x1,Nook's Cranny; HHP Office,,NA,NA,151,facility,shop,None,None,None,No,CeilingEtc,No,No lighting,For sale,2.0.0,Yes,FtrHangingBoardCeiling_Remake_2_6,2_6,13926,zsbCQAtwrP86CrHaA
hanging guide sign,,Red,Color,Parking,Pictogram,No,No,Yes,Default; Custom,1,Normal,1000,2300,575,Red,Yellow,2100,Poki,2x1,Nook's Cranny; HHP Office,,NA,NA,151,facility,shop,None,None,None,No,CeilingEtc,No,No lighting,For sale,2.0.0,Yes,FtrHangingBoardCeiling_Remake_2_7,2_7,13926,bKg5jkAAX923wndsF
hanging guide sign,,Blue,Color,Default,Pictogram,No,No,Yes,Default; Custom,1,Normal,1000,2300,575,Blue,White,2100,Poki,2x1,Nook's Cranny; HHP Office,,NA,NA,151,facility,shop,None,None,None,No,CeilingEtc,No,No lighting,For sale,2.0.0,Yes,FtrHangingBoardCeiling_Remake_3_0,3_0,13926,oTGPc9SNZSSXe77dt
hanging guide sign,,Blue,Color,↑,Pictogram,No,No,Yes,Default; Custom,1,Normal,1000,2300,575,Blue,Gray,2100,Poki,2x1,Nook's Cranny; HHP Office,,NA,NA,151,facility,shop,None,None,None,No,CeilingEtc,No,No lighting,For sale,2.0.0,Yes,FtrHangingBoardCeiling_Remake_3_1,3_1,13926,bDYkCM77naf5nAbMo
hanging guide sign,,Blue,Color,→,Pictogram,No,No,Yes,Default; Custom,1,Normal,1000,2300,575,Blue,Gray,2100,Poki,2x1,Nook's Cranny; HHP Office,,NA,NA,151,facility,shop,None,None,None,No,CeilingEtc,No,No lighting,For sale,2.0.0,Yes,FtrHangingBoardCeiling_Remake_3_2,3_2,13926,e78CYGBzMDazkDeXC
hanging guide sign,,Blue,Color,←,Pictogram,No,No,Yes,Default; Custom,1,Normal,1000,2300,575,Blue,Gray,2100,Poki,2x1,Nook's Cranny; HHP Office,,NA,NA,151,facility,shop,None,None,None,No,CeilingEtc,No,No lighting,For sale,2.0.0,Yes,FtrHangingBoardCeiling_Remake_3_3,3_3,13926,AH3p2ysnwGnhkc7ud
hanging guide sign,,Blue,Color,No Entry,Pictogram,No,No,Yes,Default; Custom,1,Normal,1000,2300,575,Blue,Red,2100,Poki,2x1,Nook's Cranny; HHP Office,,NA,NA,151,facility,shop,None,None,None,No,CeilingEtc,No,No lighting,For sale,2.0.0,Yes,FtrHangingBoardCeiling_Remake_3_4,3_4,13926,yqxFMFqca28r4SqW3
hanging guide sign,,Blue,Color,Coffee,Pictogram,No,No,Yes,Default; Custom,1,Normal,1000,2300,575,Blue,Green,2100,Poki,2x1,Nook's Cranny; HHP Office,,NA,NA,151,facility,shop,None,None,None,No,CeilingEtc,No,No lighting,For sale,2.0.0,Yes,FtrHangingBoardCeiling_Remake_3_5,3_5,13926,6KLSn6NfqAAKYXj9W
hanging guide sign,,Blue,Color,Luggage,Pictogram,No,No,Yes,Default; Custom,1,Normal,1000,2300,575,Blue,Blue,2100,Poki,2x1,Nook's Cranny; HHP Office,,NA,NA,151,facility,shop,None,None,None,No,CeilingEtc,No,No lighting,For sale,2.0.0,Yes,FtrHangingBoardCeiling_Remake_3_6,3_6,13926,fizcs5w9hEqFT3WMd
hanging guide sign,,Blue,Color,Parking,Pictogram,No,No,Yes,Default; Custom,1,Normal,1000,2300,575,Blue,Yellow,2100,Poki,2x1,Nook's Cranny; HHP Office,,NA,NA,151,facility,shop,None,None,None,No,CeilingEtc,No,No lighting,For sale,2.0.0,Yes,FtrHangingBoardCeiling_Remake_3_7,3_7,13926,2gnsJpXCyCStbfQvZ
hanging guide sign,,Yellow,Color,Default,Pictogram,No,No,Yes,Default; Custom,1,Normal,1000,2300,575,Yellow,Gray,2100,Poki,2x1,Nook's Cranny; HHP Office,,NA,NA,151,facility,shop,None,None,None,No,CeilingEtc,No,No lighting,For sale,2.0.0,Yes,FtrHangingBoardCeiling_Remake_4_0,4_0,13926,onhYQSPz5Yb8gRwuK
hanging guide sign,,Yellow,Color,↑,Pictogram,No,No,Yes,Default; Custom,1,Normal,1000,2300,575,Yellow,Gray,2100,Poki,2x1,Nook's Cranny; HHP Office,,NA,NA,151,facility,shop,None,None,None,No,CeilingEtc,No,No lighting,For sale,2.0.0,Yes,FtrHangingBoardCeiling_Remake_4_1,4_1,13926,epimDwLQiXeDHEGfQ
hanging guide sign,,Yellow,Color,→,Pictogram,No,No,Yes,Default; Custom,1,Normal,1000,2300,575,Yellow,Gray,2100,Poki,2x1,Nook's Cranny; HHP Office,,NA,NA,151,facility,shop,None,None,None,No,CeilingEtc,No,No lighting,For sale,2.0.0,Yes,FtrHangingBoardCeiling_Remake_4_2,4_2,13926,Cxy4fH826tqwFPhJi
hanging guide sign,,Yellow,Color,←,Pictogram,No,No,Yes,Default; Custom,1,Normal,1000,2300,575,Yellow,Gray,2100,Poki,2x1,Nook's Cranny; HHP Office,,NA,NA,151,facility,shop,None,None,None,No,CeilingEtc,No,No lighting,For sale,2.0.0,Yes,FtrHangingBoardCeiling_Remake_4_3,4_3,13926,fEyz2dfm4nAwMqjP9
hanging guide sign,,Yellow,Color,No Entry,Pictogram,No,No,Yes,Default; Custom,1,Normal,1000,2300,575,Yellow,Red,2100,Poki,2x1,Nook's Cranny; HHP Office,,NA,NA,151,facility,shop,None,None,None,No,CeilingEtc,No,No lighting,For sale,2.0.0,Yes,FtrHangingBoardCeiling_Remake_4_4,4_4,13926,Q86dfG64bwXNQeCf4
hanging guide sign,,Yellow,Color,Coffee,Pictogram,No,No,Yes,Default; Custom,1,Normal,1000,2300,575,Yellow,Green,2100,Poki,2x1,Nook's Cranny; HHP Office,,NA,NA,151,facility,shop,None,None,None,No,CeilingEtc,No,No lighting,For sale,2.0.0,Yes,FtrHangingBoardCeiling_Remake_4_5,4_5,13926,Yjc4ncdfM9tukmLSP
hanging guide sign,,Yellow,Color,Luggage,Pictogram,No,No,Yes,Default; Custom,1,Normal,1000,2300,575,Yellow,Blue,2100,Poki,2x1,Nook's Cranny; HHP Office,,NA,NA,151,facility,shop,None,None,None,No,CeilingEtc,No,No lighting,For sale,2.0.0,Yes,FtrHangingBoardCeiling_Remake_4_6,4_6,13926,vyhbvgXJnv2un2M85
hanging guide sign,,Yellow,Color,Parking,Pictogram,No,No,Yes,Default; Custom,1,Normal,1000,2300,575,Yellow,Yellow,2100,Poki,2x1,Nook's Cranny; HHP Office,,NA,NA,151,facility,shop,None,None,None,No,CeilingEtc,No,No lighting,For sale,2.0.0,Yes,FtrHangingBoardCeiling_Remake_4_7,4_7,13926,ua95aSqJLRcthTJDM
hanging guide sign,,Green,Color,Default,Pictogram,No,No,Yes,Default; Custom,1,Normal,1000,2300,575,Green,White,2100,Poki,2x1,Nook's Cranny; HHP Office,,NA,NA,151,facility,shop,None,None,None,No,CeilingEtc,No,No lighting,For sale,2.0.0,Yes,FtrHangingBoardCeiling_Remake_5_0,5_0,13926,zeaehthG64XbvQDHv
hanging guide sign,,Green,Color,↑,Pictogram,No,No,Yes,Default; Custom,1,Normal,1000,2300,575,Green,Gray,2100,Poki,2x1,Nook's Cranny; HHP Office,,NA,NA,151,facility,shop,None,None,None,No,CeilingEtc,No,No lighting,For sale,2.0.0,Yes,FtrHangingBoardCeiling_Remake_5_1,5_1,13926,XhpGT4ZDRjYCX3yoB
hanging guide sign,,Green,Color,→,Pictogram,No,No,Yes,Default; Custom,1,Normal,1000,2300,575,Green,Gray,2100,Poki,2x1,Nook's Cranny; HHP Office,,NA,NA,151,facility,shop,None,None,None,No,CeilingEtc,No,No lighting,For sale,2.0.0,Yes,FtrHangingBoardCeiling_Remake_5_2,5_2,13926,865d2kBJnHjqpBWuF
hanging guide sign,,Green,Color,←,Pictogram,No,No,Yes,Default; Custom,1,Normal,1000,2300,575,Green,Gray,2100,Poki,2x1,Nook's Cranny; HHP Office,,NA,NA,151,facility,shop,None,None,None,No,CeilingEtc,No,No lighting,For sale,2.0.0,Yes,FtrHangingBoardCeiling_Remake_5_3,5_3,13926,odT93QR25QvMEvHPi
