Name,Image,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Pattern Customize Options,Kit Cost,Kit Type,Cyrus Customize Price,Buy,Sell,Color 1,Color 2,Exchange Price,Exchange Currency,Size,Source,Source Notes,Season/Event,Season/Event Exclusive,HHA Base Points,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,HHA Category,Interact,Tag,Outdoor,Lighting Type,Door Deco,Catalog,Version Added,Unlocked?,Filename,Variant ID,Internal ID,Unique Entry ID
heart doorplate,,Pink,Color,NA,NA,No,No,No,NA,NA,None,1000,600,150,Pink,White,540,Poki,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,fancy,None,None,None,None,No,House Door Decor,No,No lighting,Yes,For sale,1.0.0,Yes,FtrDoorOrnamentPlateHeart_Remake_0_0,0_0,5309,Lmtub5DdFXrXgoR6D
heart doorplate,,Blue,Color,NA,NA,No,No,No,NA,NA,None,1000,600,150,Gray,Aqua,540,Poki,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,fancy,None,None,None,None,No,House Door Decor,No,No lighting,Yes,For sale,1.0.0,Yes,FtrDoorOrnamentPlateHeart_Remake_1_0,1_0,5309,LvwnwvwwpPczdTuLq
heart doorplate,,Monotone,Color,NA,NA,No,No,No,NA,NA,None,1000,600,150,Black,White,540,Poki,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,fancy,None,None,None,None,No,House Door Decor,No,No lighting,Yes,For sale,1.0.0,Yes,FtrDoorOrnamentPlateHeart_Remake_2_0,2_0,5309,q8wjLxhoLce4xsRWs
heart doorplate,,Light blue,Color,NA,NA,No,No,No,NA,NA,None,1000,600,150,Blue,Aqua,540,Poki,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,fancy,None,None,None,None,No,House Door Decor,No,No lighting,Yes,For sale,1.0.0,Yes,FtrDoorOrnamentPlateHeart_Remake_3_0,3_0,5309,AK6iwJsbkvSBCLANE
heart doorplate,,Green,Color,NA,NA,No,No,No,NA,NA,None,1000,600,150,Green,Green,540,Poki,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,fancy,None,None,None,None,No,House Door Decor,No,No lighting,Yes,For sale,1.0.0,Yes,FtrDoorOrnamentPlateHeart_Remake_4_0,4_0,5309,gCZ4KFisK2Chq9vx9
heart doorplate,,Orange,Color,NA,NA,No,No,No,NA,NA,None,1000,600,150,Orange,Orange,540,Poki,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,fancy,None,None,None,None,No,House Door Decor,No,No lighting,Yes,For sale,1.0.0,Yes,FtrDoorOrnamentPlateHeart_Remake_5_0,5_0,5309,bHkYXbik6E39oNo86
heart doorplate,,Red,Color,NA,NA,No,No,No,NA,NA,None,1000,600,150,Red,Red,540,Poki,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,fancy,None,None,None,None,No,House Door Decor,No,No lighting,Yes,For sale,1.0.0,Yes,FtrDoorOrnamentPlateHeart_Remake_6_0,6_0,5309,bgXr3xzPreLGin9wf
heart doorplate,,Purple,Color,NA,NA,No,No,No,NA,NA,None,1000,600,150,Purple,Purple,540,Poki,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,fancy,None,None,None,None,No,House Door Decor,No,No lighting,Yes,For sale,1.0.0,Yes,FtrDoorOrnamentPlateHeart_Remake_7_0,7_0,5309,3Ax6LuJdM5swHE5iL
Hello Kitty clock,,NA,NA,NA,NA,No,No,No,NA,NA,None,NA,1000,250,White,Red,NA,NA,1x1,Nook Shopping Promotion,Scan the associated Sanrio amiibo card,NA,NA,201,fancy,None,Hello Kitty,None,Clock,Yes,Hello Kitty,No,No lighting,No,Not in catalog,1.9.0,Yes,FtrSanrioKtyClockWall,NA,12268,FmcgTsmfmz9aW5A4P
HHA pennant,,NA,NA,NA,NA,No,No,No,NA,NA,None,NA,NFS,375,Blue,Yellow,NA,NA,1x1.5,HHA,,NA,NA,573,living room,expensive,None,None,None,No,Seasonal Decor,No,No lighting,No,Not for sale,1.0.0,Yes,FtrPenantHha,NA,7040,MxXAxkekKoMP5Wvuk
horseshoe door decoration,,NA,NA,NA,NA,No,No,No,NA,NA,None,NA,2000,500,Brown,Brown,1800,Poki,1x1,Katrina's Cleansing Service,,NA,NA,355,European,None,None,None,None,No,House Door Decor,No,No lighting,Yes,For sale,2.0.0,Yes,FtrDoorOrnamentHorseshoe,NA,14570,NpNzRNncf48CrN4iJ
hyacinth wreath,,NA,NA,NA,NA,Yes,No,No,NA,NA,None,NA,NFS,720,Red,White,NA,NA,1x1,Crafting,,NA,NA,103,fancy,nature,flowers,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentWreathHyacinth,NA,5468,DjRfSJNwdpHu4Gshg
imperial decorative shelves,,Red,Color,NA,NA,No,No,No,NA,NA,None,2400,8500,2125,Red,Red,7600,Poki,2x1.5,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,harmonious,None,imperial,None,None,No,Shelf,No,No lighting,No,For sale,1.0.0,Yes,FtrOrientalShelfWall_Remake_0_0,0_0,3970,N44Bm79ZnhPvb6F2E
imperial decorative shelves,,Blue,Color,NA,NA,No,No,No,NA,NA,None,2400,8500,2125,Blue,Blue,7600,Poki,2x1.5,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,harmonious,None,imperial,None,None,No,Shelf,No,No lighting,No,For sale,1.0.0,Yes,FtrOrientalShelfWall_Remake_1_0,1_0,3970,AbdA8yT6FhJjFo35P
imperial decorative shelves,,Brown,Color,NA,NA,No,No,No,NA,NA,None,2400,8500,2125,Brown,Brown,7600,Poki,2x1.5,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,harmonious,None,imperial,None,None,No,Shelf,No,No lighting,No,For sale,1.0.0,Yes,FtrOrientalShelfWall_Remake_2_0,2_0,3970,S3X4bnfPve8dxHdd2
imperial decorative shelves,,Black,Color,NA,NA,No,No,No,NA,NA,None,2400,8500,2125,Black,Black,7600,Poki,2x1.5,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,harmonious,None,imperial,None,None,No,Shelf,No,No lighting,No,For sale,1.0.0,Yes,FtrOrientalShelfWall_Remake_3_0,3_0,3970,bdSCkWDEB99q5xGMR
imperial dining lantern,,Gold,Color,NA,NA,No,No,No,NA,NA,None,5200,19000,4750,Yellow,Red,17100,Poki,1x1.5,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,restaurant,harmonious,None,imperial dining,Lighting,Yes,Lamp,No,Fluorescent,No,For sale,1.0.0,Yes,FtrChineseLampWall_Remake_0_0,0_0,8415,8nRurR89dQGH4zwCa
imperial dining lantern,,Black,Color,NA,NA,No,No,No,NA,NA,None,5200,19000,4750,Black,Red,17100,Poki,1x1.5,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,restaurant,harmonious,None,imperial dining,Lighting,Yes,Lamp,No,Fluorescent,No,For sale,1.0.0,Yes,FtrChineseLampWall_Remake_1_0,1_0,8415,qtaHjJoKKkKYXyGNS
imperial dining lantern,,Blue,Color,NA,NA,No,No,No,NA,NA,None,5200,19000,4750,Blue,Red,17100,Poki,1x1.5,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,restaurant,harmonious,None,imperial dining,Lighting,Yes,Lamp,No,Fluorescent,No,For sale,1.0.0,Yes,FtrChineseLampWall_Remake_2_0,2_0,8415,9gcsPPJbpnsjMwjY3
imperial dining lantern,,Red,Color,NA,NA,No,No,No,NA,NA,None,5200,19000,4750,Red,Yellow,17100,Poki,1x1.5,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,restaurant,harmonious,None,imperial dining,Lighting,Yes,Lamp,No,Fluorescent,No,For sale,1.0.0,Yes,FtrChineseLampWall_Remake_3_0,3_0,8415,SE7mBdQAYSwZGvuq7
intercom monitor,,NA,NA,NA,NA,No,No,No,NA,NA,None,NA,860,215,White,White,770,Poki,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,living room,facility,None,None,Appliance,Yes,Home Appliances,No,No lighting,No,For sale,1.0.0,Yes,FtrIntercom,NA,3399,3oLMxaMTetGEquJqh
iron doorplate,,Black,Color,NA,NA,Yes,Yes,No,NA,1,Normal,1000,NFS,1500,Black,Black,NA,NA,1x1,Crafting,,NA,NA,103,living room,None,iron,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentIron_Remake_0_0,0_0,4752,8bmHCjJaEKEs8Jcwi
iron doorplate,,White,Color,NA,NA,Yes,Yes,No,NA,1,Normal,1000,NFS,1500,White,White,NA,NA,1x1,Crafting,,NA,NA,103,living room,None,iron,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentIron_Remake_1_0,1_0,4752,D8ni825m3GWxwQKv9
iron doorplate,,Blue,Color,NA,NA,Yes,Yes,No,NA,1,Normal,1000,NFS,1500,Blue,Blue,NA,NA,1x1,Crafting,,NA,NA,103,living room,None,iron,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentIron_Remake_2_0,2_0,4752,qeSZKX9Y8GMv6cCxE
iron doorplate,,Silver,Color,NA,NA,Yes,Yes,No,NA,1,Normal,1000,NFS,1500,Gray,Gray,NA,NA,1x1,Crafting,,NA,NA,103,living room,None,iron,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentIron_Remake_3_0,3_0,4752,3iwvyarFQrSWdHiPW
iron doorplate,,Ash brown,Color,NA,NA,Yes,Yes,No,NA,1,Normal,1000,NFS,1500,Beige,Beige,NA,NA,1x1,Crafting,,NA,NA,103,living room,None,iron,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentIron_Remake_4_0,4_0,4752,AgfGgDBWg5w96Szec
iron doorplate,,Gold,Color,NA,NA,Yes,Yes,No,NA,1,Normal,1000,NFS,1500,Yellow,Yellow,NA,NA,1x1,Crafting,,NA,NA,103,living room,None,iron,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentIron_Remake_5_0,5_0,4752,cJH6ZBwA7hYhEYRe4
iron doorplate,,Pink,Color,NA,NA,Yes,Yes,No,NA,1,Normal,1000,NFS,1500,Orange,Orange,NA,NA,1x1,Crafting,,NA,NA,103,living room,None,iron,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentIron_Remake_6_0,6_0,4752,kniB4PPXCJsLPWqfS
iron doorplate,,Brown,Color,NA,NA,Yes,Yes,No,NA,1,Normal,1000,NFS,1500,Brown,Brown,NA,NA,1x1,Crafting,,NA,NA,103,living room,None,iron,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentIron_Remake_7_0,7_0,4752,c72kTdRFSyCC8wPrv
iron wall lamp,,Black,Color,NA,NA,Yes,Yes,No,NA,5,Normal,3800,NFS,3400,Black,Black,NA,NA,1x1,Crafting,,NA,NA,103,living room,workshop,iron,None,Lighting,Yes,Lamp,No,Fluorescent,No,Not for sale,1.0.0,Yes,FtrIronLampW_Remake_0_0,0_0,3559,GGEo4iYWTQ83wfzFG
iron wall lamp,,White,Color,NA,NA,Yes,Yes,No,NA,5,Normal,3800,NFS,3400,White,White,NA,NA,1x1,Crafting,,NA,NA,103,living room,workshop,iron,None,Lighting,Yes,Lamp,No,Fluorescent,No,Not for sale,1.0.0,Yes,FtrIronLampW_Remake_1_0,1_0,3559,mWS3p4BbybkxAf9qq
iron wall rack,,Black,Color,NA,NA,Yes,Yes,No,NA,4,Normal,3100,NFS,2450,Black,Gray,NA,NA,1x1,Crafting,,NA,NA,103,living room,workshop,iron,None,None,No,Shelf,No,No lighting,No,Not for sale,1.0.0,Yes,FtrIronShelfW_Remake_0_0,0_0,3562,RtqKrio5AzxSXrtR6
iron wall rack,,White,Color,NA,NA,Yes,Yes,No,NA,4,Normal,3100,NFS,2450,White,Gray,NA,NA,1x1,Crafting,,NA,NA,103,living room,workshop,iron,None,None,No,Shelf,No,No lighting,No,Not for sale,1.0.0,Yes,FtrIronShelfW_Remake_1_0,1_0,3562,rZ7WRonzrHopTMqB4
ironwood clock,,Birch,Lumber type,NA,NA,Yes,Yes,No,NA,3,Normal,2400,NFS,1740,Beige,Black,NA,NA,1x1,Crafting,,NA,NA,103,living room,None,ironwood,None,Clock,Yes,Clock,No,No lighting,No,Not for sale,1.0.0,Yes,FtrIronwoodClockW_Remake_0_0,0_0,3275,vNKBuJATboP4WJc5J
ironwood clock,,Teak,Lumber type,NA,NA,Yes,Yes,No,NA,3,Normal,2400,NFS,1740,Orange,Black,NA,NA,1x1,Crafting,,NA,NA,103,living room,None,ironwood,None,Clock,Yes,Clock,No,No lighting,No,Not for sale,1.0.0,Yes,FtrIronwoodClockW_Remake_1_0,1_0,3275,zmzEqh5vjj5RQwqcK
ironwood clock,,Walnut,Lumber type,NA,NA,Yes,Yes,No,NA,3,Normal,2400,NFS,1740,Brown,Black,NA,NA,1x1,Crafting,,NA,NA,103,living room,None,ironwood,None,Clock,Yes,Clock,No,No lighting,No,Not for sale,1.0.0,Yes,FtrIronwoodClockW_Remake_2_0,2_0,3275,fCsjzpfLvToKtc4nB
ironwood clock,,Old,Lumber type,NA,NA,Yes,Yes,No,NA,3,Normal,2400,NFS,1740,Brown,Black,NA,NA,1x1,Crafting,,NA,NA,103,living room,None,ironwood,None,Clock,Yes,Clock,No,No lighting,No,Not for sale,1.0.0,Yes,FtrIronwoodClockW_Remake_3_0,3_0,3275,47Ra3WcTeNPgqHCnY
ironwood clock,,Oak,Lumber type,NA,NA,Yes,Yes,No,NA,3,Normal,2400,NFS,1740,Orange,White,NA,NA,1x1,Crafting,,NA,NA,103,living room,None,ironwood,None,Clock,Yes,Clock,No,No lighting,No,Not for sale,1.0.0,Yes,FtrIronwoodClockW_Remake_4_0,4_0,3275,MozZeSXja3QephxQa
Jack's portrait,,NA,NA,NA,NA,No,No,No,NA,NA,None,NA,NFS,2000,Orange,Black,NA,NA,1x1.5,Jack,Received in the mail,Halloween (days before),Yes,573,horror,None,spooky,None,None,No,Posters,No,No lighting,No,Not for sale,1.5.0,Yes,FtrHwnPortraitWall,NA,13353,wy7NKPRDfh4Zc6XmC
key holder,,Dark wood,Color,NA,NA,Yes,Yes,No,NA,2,Normal,1700,NFS,1110,Brown,Brown,NA,NA,1x1,Crafting,,NA,NA,103,workshop,living room,None,None,None,No,Supplies,No,No lighting,No,Not for sale,1.0.0,Yes,FtrKeyhanger_Remake_0_0,0_0,3992,mYSFGJ3EvfN65AxFk
key holder,,Brown wood,Color,NA,NA,Yes,Yes,No,NA,2,Normal,1700,NFS,1110,Beige,Beige,NA,NA,1x1,Crafting,,NA,NA,103,workshop,living room,None,None,None,No,Supplies,No,No lighting,No,Not for sale,1.0.0,Yes,FtrKeyhanger_Remake_1_0,1_0,3992,mjemGmkyrZnabhRHo
key holder,,White,Color,NA,NA,Yes,Yes,No,NA,2,Normal,1700,NFS,1110,White,White,NA,NA,1x1,Crafting,,NA,NA,103,workshop,living room,None,None,None,No,Supplies,No,No lighting,No,Not for sale,1.0.0,Yes,FtrKeyhanger_Remake_2_0,2_0,3992,GNDXQmdfgZJPD6ebE
key holder,,Black,Color,NA,NA,Yes,Yes,No,NA,2,Normal,1700,NFS,1110,Black,Black,NA,NA,1x1,Crafting,,NA,NA,103,workshop,living room,None,None,None,No,Supplies,No,No lighting,No,Not for sale,1.0.0,Yes,FtrKeyhanger_Remake_3_0,3_0,3992,Dygq8pkpSW8QePpYg
Kiki & Lala clock,,NA,NA,NA,NA,No,No,No,NA,NA,None,NA,1000,250,Yellow,Pink,NA,NA,1x1,Nook Shopping Promotion,Scan the associated Sanrio amiibo card,NA,NA,201,fancy,None,Kiki & Lala,None,Clock,Yes,Kiki & Lala,No,No lighting,No,Not in catalog,1.9.0,Yes,FtrSanrioLtsClockWall,NA,12242,BxkwA29WtZEhyhXwS
Leo sculpture,,NA,NA,NA,NA,Yes,No,No,NA,NA,None,NA,NFS,21975,White,Yellow,NA,NA,1x1,Crafting,,Leo,Yes,301,expensive,None,stars,None,None,No,Animal,No,No lighting,No,Not for sale,1.0.0,Yes,FtrZodiacLeo,NA,5964,WWysMfHGukSAM2Qph
light switch,,Silver,Plate color,NA,NA,No,No,No,NA,NA,None,1000,340,85,Gray,Black,310,Poki,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,lab,facility,None,None,None,Yes,Home Appliances,No,No lighting,No,For sale,1.0.0,Yes,FtrSwitchWall_Remake_0_0,0_0,3471,rQE2byXQiBvr53TgP
light switch,,Gold,Plate color,NA,NA,No,No,No,NA,NA,None,1000,340,85,Yellow,Gray,310,Poki,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,lab,facility,None,None,None,Yes,Home Appliances,No,No lighting,No,For sale,1.0.0,Yes,FtrSwitchWall_Remake_1_0,1_0,3471,r6BvCjdKczDuXMiHJ
light switch,,White,Plate color,NA,NA,No,No,No,NA,NA,None,1000,340,85,White,White,310,Poki,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,lab,facility,None,None,None,Yes,Home Appliances,No,No lighting,No,For sale,1.0.0,Yes,FtrSwitchWall_Remake_2_0,2_0,3471,y6iByh2HeM4ec8meb
light switch,,Wood grain,Plate color,NA,NA,No,No,No,NA,NA,None,1000,340,85,Brown,White,310,Poki,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,lab,facility,None,None,None,Yes,Home Appliances,No,No lighting,No,For sale,1.0.0,Yes,FtrSwitchWall_Remake_3_0,3_0,3471,JB7zeDsK92ybsrtMb
light-bulb sign,,NA,NA,Red,Variation,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1600,400,Red,White,1400,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,city life,retro,None,None,None,No,Shop,No,No lighting,No,For sale,2.0.0,Yes,FtrEnamelsignWall_Remake_0_0,0_0,13681,CZf3ENoMDq9GgALig
light-bulb sign,,NA,NA,Yellow,Variation,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1600,400,Yellow,Black,1400,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,city life,retro,None,None,None,No,Shop,No,No lighting,No,For sale,2.0.0,Yes,FtrEnamelsignWall_Remake_0_1,0_1,13681,rQJhZpc8JgqF385F6
light-bulb sign,,NA,NA,Green,Variation,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1600,400,Green,White,1400,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,city life,retro,None,None,None,No,Shop,No,No lighting,No,For sale,2.0.0,Yes,FtrEnamelsignWall_Remake_0_2,0_2,13681,4fpfHziA7PQ5wFKx3
light-bulb sign,,NA,NA,Navy blue,Variation,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1600,400,Blue,White,1400,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,city life,retro,None,None,None,No,Shop,No,No lighting,No,For sale,2.0.0,Yes,FtrEnamelsignWall_Remake_0_3,0_3,13681,v8ev9XkTDTkYCSmqH
light-bulb sign,,NA,NA,Orange,Variation,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1600,400,Orange,White,1400,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,city life,retro,None,None,None,No,Shop,No,No lighting,No,For sale,2.0.0,Yes,FtrEnamelsignWall_Remake_0_4,0_4,13681,RANSkq7LoehMkhrm8
light-bulb sign,,NA,NA,White,Variation,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1600,400,White,Aqua,1400,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,city life,retro,None,None,None,No,Shop,No,No lighting,No,For sale,2.0.0,Yes,FtrEnamelsignWall_Remake_0_5,0_5,13681,xxSZvnxa39Cc8FKLp
light-bulb sign,,NA,NA,Black,Variation,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1600,400,Black,White,1400,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,city life,retro,None,None,None,No,Shop,No,No lighting,No,For sale,2.0.0,Yes,FtrEnamelsignWall_Remake_0_6,0_6,13681,o9qPuXcNHdQF86f7Z
light-bulb sign,,NA,NA,"Red, white & blue",Variation,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1600,400,White,Blue,1400,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,city life,retro,None,None,None,No,Shop,No,No lighting,No,For sale,2.0.0,Yes,FtrEnamelsignWall_Remake_0_7,0_7,13681,krY4oLWb3bjZyZTkk
lily wreath,,NA,NA,NA,NA,Yes,No,No,NA,NA,None,NA,NFS,720,Red,Yellow,NA,NA,1x1,Crafting,,NA,NA,103,fancy,nature,flowers,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentWreathYuri,NA,5641,zxaMEH6t7K7emezta
log wall-mounted clock,,Dark wood,Lumber type,NA,NA,Yes,Yes,No,NA,2,Normal,1700,NFS,990,Brown,Beige,NA,NA,1x1,Crafting,,NA,NA,103,garden,living room,log,None,Clock,Yes,Clock,No,No lighting,No,Not for sale,1.0.0,Yes,FtrLogClockWall_Remake_0_0,0_0,4037,mz684LXNfkspZDLDf
log wall-mounted clock,,Orange wood,Lumber type,NA,NA,Yes,Yes,No,NA,2,Normal,1700,NFS,990,Orange,Beige,NA,NA,1x1,Crafting,,NA,NA,103,garden,living room,log,None,Clock,Yes,Clock,No,No lighting,No,Not for sale,1.0.0,Yes,FtrLogClockWall_Remake_1_0,1_0,4037,HvQyCt84xohvzGnzo
log wall-mounted clock,,White wood,Lumber type,NA,NA,Yes,Yes,No,NA,2,Normal,1700,NFS,990,Beige,Beige,NA,NA,1x1,Crafting,,NA,NA,103,garden,living room,log,None,Clock,Yes,Clock,No,No lighting,No,Not for sale,1.0.0,Yes,FtrLogClockWall_Remake_2_0,2_0,4037,BjGQNh6EjAswWu4hT
log wall-mounted clock,,White birch,Lumber type,NA,NA,Yes,Yes,No,NA,2,Normal,1700,NFS,990,White,Beige,NA,NA,1x1,Crafting,,NA,NA,103,garden,living room,log,None,Clock,Yes,Clock,No,No lighting,No,Not for sale,1.0.0,Yes,FtrLogClockWall_Remake_3_0,3_0,4037,FppjfiWfciM7Lna2P
Lunar New Year decoration,,NA,NA,NA,NA,No,No,No,NA,NA,None,NA,2000,500,Red,Yellow,NA,NA,1x1,Nook Shopping Seasonal,,Lunar New Year (Nook Shopping),Yes,201,party,harmonious,None,None,None,No,House Door Decor,No,No lighting,Yes,Seasonal,1.7.0,Yes,FtrDoorOrnamentShunsetsu,NA,14032,RmG33xQGrEpGxrAuS
macrame tapestry,,White,Color,NA,NA,No,No,No,NA,NA,None,1000,840,210,Beige,Beige,760,Poki,1x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,living room,None,None,None,None,No,Shop,No,No lighting,No,For sale,1.0.0,Yes,FtrMacrametapestry_Remake_0_0,0_0,4119,xLHFMTMSb7wSuaj6i
macrame tapestry,,Green,Color,NA,NA,No,No,No,NA,NA,None,1000,840,210,Green,Green,760,Poki,1x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,living room,None,None,None,None,No,Shop,No,No lighting,No,For sale,1.0.0,Yes,FtrMacrametapestry_Remake_1_0,1_0,4119,4SzJX5waNijmGpw9F
macrame tapestry,,Pink,Color,NA,NA,No,No,No,NA,NA,None,1000,840,210,Beige,Pink,760,Poki,1x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,living room,None,None,None,None,No,Shop,No,No lighting,No,For sale,1.0.0,Yes,FtrMacrametapestry_Remake_2_0,2_0,4119,L8qkZyvoDRGY8Z8Ku
macrame tapestry,,Blue,Color,NA,NA,No,No,No,NA,NA,None,1000,840,210,Beige,Aqua,760,Poki,1x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,living room,None,None,None,None,No,Shop,No,No lighting,No,For sale,1.0.0,Yes,FtrMacrametapestry_Remake_3_0,3_0,4119,4TuY3aK2s3LimFNoS
magnetic knife rack,,Stainless steel,Color,NA,NA,No,No,No,NA,NA,None,1000,1400,350,Gray,Black,1300,Poki,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,kitchen,restaurant,None,None,None,No,Kitchen Things,No,No lighting,No,For sale,1.0.0,Yes,FtrKniferackWall_Remake_0_0,0_0,4118,utM3v57qgymPACujB
magnetic knife rack,,Wooden,Color,NA,NA,No,No,No,NA,NA,None,1000,1400,350,Beige,Brown,1300,Poki,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,kitchen,restaurant,None,None,None,No,Kitchen Things,No,No lighting,No,For sale,1.0.0,Yes,FtrKniferackWall_Remake_1_0,1_0,4118,T74q3Ea6zWxcZQTEd
magnetic knife rack,,Pop,Color,NA,NA,No,No,No,NA,NA,None,1000,1400,350,Orange,Colorful,1300,Poki,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,kitchen,restaurant,None,None,None,No,Kitchen Things,No,No lighting,No,For sale,1.0.0,Yes,FtrKniferackWall_Remake_2_0,2_0,4118,A2WGBqWHo9sA7tp2W
mantis-head model,,NA,NA,NA,NA,No,No,No,NA,NA,None,NA,1500,375,Green,Green,1400,Poki,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,facility,horror,None,bug head,None,No,Special Insect,No,No lighting,No,For sale,1.0.0,Yes,FtrInsectKamakiriFace,NA,11098,MB6ck2v9T8Y42ZyGR
mermaid wall clock,,NA,NA,NA,NA,Yes,No,No,NA,NA,None,NA,NFS,12290,Pink,Aqua,NA,NA,1x2,Crafting,,NA,NA,451,ocean,fancy,mermaid,None,Clock,Yes,Clock,No,No lighting,No,Not for sale,1.3.0,Yes,FtrMermaidclockWall,NA,12557,iPu6xLx3S2Tqniv8M
mobile,,Hot air balloons,Design,NA,NA,No,No,No,NA,NA,None,1000,780,195,Colorful,Colorful,700,Poki,1x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,child's room,fancy,None,None,None,No,Supplies,No,No lighting,No,For sale,1.0.0,Yes,FtrMobile_Remake_0_0,0_0,9565,bMEzNi4ZSo3ZPyBnF
mobile,,Sheep,Design,NA,NA,No,No,No,NA,NA,None,1000,780,195,Colorful,Colorful,700,Poki,1x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,child's room,fancy,None,None,None,No,Supplies,No,No lighting,No,For sale,1.0.0,Yes,FtrMobile_Remake_1_0,1_0,9565,9JEvGjWQrgL375ycv
