Name,Image,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Pattern Customize Options,Stack Size,Kit Cost,Kit Type,Cyrus Customize Price,Buy,Sell,Color 1,Color 2,Size,Surface,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,HHA Base Points,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,HHA Category,Interact,Tag,Outdoor,Speaker Type,Lighting Type,Food Power,Catalog,Version Added,Unlocked?,Filename,Variant ID,Internal ID,Unique Entry ID
pop-up toaster,,Yellow,Color,NA,NA,No,No,No,NA,1,NA,None,1000,2300,575,Yellow,Orange,1x1,No,2100,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,NA,NA,103,kitchen,café,None,None,Appliance,Yes,Kitchen Things,No,Does not play music,No lighting,NA,For sale,1.0.0,Yes,FtrToaster_Remake_1_0,1_0,3282,yq37n3QiN35MYPERH
pop-up toaster,,Light blue,Color,NA,NA,No,No,No,NA,1,NA,None,1000,2300,575,Aqua,Orange,1x1,No,2100,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,NA,NA,103,kitchen,café,None,None,Appliance,Yes,Kitchen Things,No,Does not play music,No lighting,NA,For sale,1.0.0,Yes,FtrToaster_Remake_2_0,2_0,3282,enMiqDev6TM5gv7bC
pop-up toaster,,Green,Color,NA,NA,No,No,No,NA,1,NA,None,1000,2300,575,Green,Orange,1x1,No,2100,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,NA,NA,103,kitchen,café,None,None,Appliance,Yes,Kitchen Things,No,Does not play music,No lighting,NA,For sale,1.0.0,Yes,FtrToaster_Remake_3_0,3_0,3282,LMjxdjfErDwQshP2j
pop-up toaster,,Red,Color,NA,NA,No,No,No,NA,1,NA,None,1000,2300,575,Red,Orange,1x1,No,2100,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,NA,NA,103,kitchen,café,None,None,Appliance,Yes,Kitchen Things,No,Does not play music,No lighting,NA,For sale,1.0.0,Yes,FtrToaster_Remake_4_0,4_0,3282,oHW5vXmG8KsoEBKFH
pop-up toaster,,Silver,Color,NA,NA,No,No,No,NA,1,NA,None,1000,2300,575,Gray,Orange,1x1,No,2100,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,NA,NA,103,kitchen,café,None,None,Appliance,Yes,Kitchen Things,No,Does not play music,No lighting,NA,For sale,1.0.0,Yes,FtrToaster_Remake_5_0,5_0,3282,ZJ9H4JEf4ghB3fCq2
popcorn snack set,,Salted & cola,Flavors,Red stripes,Popcorn bucket,No,No,Yes,Default; Custom; Sable,1,1,Normal,1000,820,205,White,Red,1x1,No,740,Poki,Nook's Cranny; HHP Office,,NA,NA,103,facility,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrPopcornset_Remake_0_0,0_0,13632,uZcaCkgYzJZBGfv5k
popcorn snack set,,Salted & cola,Flavors,Blue stripes,Popcorn bucket,No,No,Yes,Default; Custom; Sable,1,1,Normal,1000,820,205,White,Blue,1x1,No,740,Poki,Nook's Cranny; HHP Office,,NA,NA,103,facility,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrPopcornset_Remake_0_1,0_1,13632,ec3vyNYdXYQcd6psy
popcorn snack set,,Salted & cola,Flavors,Green stripes,Popcorn bucket,No,No,Yes,Default; Custom; Sable,1,1,Normal,1000,820,205,White,Green,1x1,No,740,Poki,Nook's Cranny; HHP Office,,NA,NA,103,facility,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrPopcornset_Remake_0_2,0_2,13632,oKqXtxjypTb6eFhBf
popcorn snack set,,Salted & cola,Flavors,Popcorn,Popcorn bucket,No,No,Yes,Default; Custom; Sable,1,1,Normal,1000,820,205,White,Yellow,1x1,No,740,Poki,Nook's Cranny; HHP Office,,NA,NA,103,facility,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrPopcornset_Remake_0_3,0_3,13632,JNpwZawsdjLkNxGa2
popcorn snack set,,Salted & cola,Flavors,Vivid colors,Popcorn bucket,No,No,Yes,Default; Custom; Sable,1,1,Normal,1000,820,205,White,Colorful,1x1,No,740,Poki,Nook's Cranny; HHP Office,,NA,NA,103,facility,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrPopcornset_Remake_0_4,0_4,13632,BJHzgXn89Hn3b9myF
popcorn snack set,,Salted & cola,Flavors,Botanical,Popcorn bucket,No,No,Yes,Default; Custom; Sable,1,1,Normal,1000,820,205,White,Beige,1x1,No,740,Poki,Nook's Cranny; HHP Office,,NA,NA,103,facility,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrPopcornset_Remake_0_5,0_5,13632,2vcnsKNEdQqh8542n
popcorn snack set,,Salted & cola,Flavors,Fireworks,Popcorn bucket,No,No,Yes,Default; Custom; Sable,1,1,Normal,1000,820,205,White,Colorful,1x1,No,740,Poki,Nook's Cranny; HHP Office,,NA,NA,103,facility,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrPopcornset_Remake_0_6,0_6,13632,zxAyqGxmN7cELaCnj
popcorn snack set,,Salted & cola,Flavors,Ribbon,Popcorn bucket,No,No,Yes,Default; Custom; Sable,1,1,Normal,1000,820,205,White,Pink,1x1,No,740,Poki,Nook's Cranny; HHP Office,,NA,NA,103,facility,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrPopcornset_Remake_0_7,0_7,13632,gN7KT7rGB2AABd96K
popcorn snack set,,Salted & iced coffee,Flavors,Red stripes,Popcorn bucket,No,No,Yes,Default; Custom; Sable,1,1,Normal,1000,820,205,White,Red,1x1,No,740,Poki,Nook's Cranny; HHP Office,,NA,NA,103,facility,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrPopcornset_Remake_1_0,1_0,13632,EA9bDCdetjyQbkQy4
popcorn snack set,,Salted & iced coffee,Flavors,Blue stripes,Popcorn bucket,No,No,Yes,Default; Custom; Sable,1,1,Normal,1000,820,205,White,Blue,1x1,No,740,Poki,Nook's Cranny; HHP Office,,NA,NA,103,facility,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrPopcornset_Remake_1_1,1_1,13632,7cbLrbGdzxWKinRqN
popcorn snack set,,Salted & iced coffee,Flavors,Green stripes,Popcorn bucket,No,No,Yes,Default; Custom; Sable,1,1,Normal,1000,820,205,White,Green,1x1,No,740,Poki,Nook's Cranny; HHP Office,,NA,NA,103,facility,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrPopcornset_Remake_1_2,1_2,13632,c7tFWPTvtYswqDTEt
popcorn snack set,,Salted & iced coffee,Flavors,Popcorn,Popcorn bucket,No,No,Yes,Default; Custom; Sable,1,1,Normal,1000,820,205,White,Yellow,1x1,No,740,Poki,Nook's Cranny; HHP Office,,NA,NA,103,facility,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrPopcornset_Remake_1_3,1_3,13632,dJpjzgdZc8wnM6gEP
popcorn snack set,,Salted & iced coffee,Flavors,Vivid colors,Popcorn bucket,No,No,Yes,Default; Custom; Sable,1,1,Normal,1000,820,205,White,Colorful,1x1,No,740,Poki,Nook's Cranny; HHP Office,,NA,NA,103,facility,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrPopcornset_Remake_1_4,1_4,13632,KQM9Q8Qo6N4CoQ7j8
popcorn snack set,,Salted & iced coffee,Flavors,Botanical,Popcorn bucket,No,No,Yes,Default; Custom; Sable,1,1,Normal,1000,820,205,White,Beige,1x1,No,740,Poki,Nook's Cranny; HHP Office,,NA,NA,103,facility,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrPopcornset_Remake_1_5,1_5,13632,ZXKBtgsRCoHTitaSd
popcorn snack set,,Salted & iced coffee,Flavors,Fireworks,Popcorn bucket,No,No,Yes,Default; Custom; Sable,1,1,Normal,1000,820,205,White,Colorful,1x1,No,740,Poki,Nook's Cranny; HHP Office,,NA,NA,103,facility,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrPopcornset_Remake_1_6,1_6,13632,3kd2WZSevmd4REpXZ
popcorn snack set,,Salted & iced coffee,Flavors,Ribbon,Popcorn bucket,No,No,Yes,Default; Custom; Sable,1,1,Normal,1000,820,205,White,Pink,1x1,No,740,Poki,Nook's Cranny; HHP Office,,NA,NA,103,facility,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrPopcornset_Remake_1_7,1_7,13632,dzh4x3mwSyQtk7gCM
popcorn snack set,,Salted & orange juice,Flavors,Red stripes,Popcorn bucket,No,No,Yes,Default; Custom; Sable,1,1,Normal,1000,820,205,White,Red,1x1,No,740,Poki,Nook's Cranny; HHP Office,,NA,NA,103,facility,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrPopcornset_Remake_2_0,2_0,13632,Pe7L4wNgaqmtFmFLF
popcorn snack set,,Salted & orange juice,Flavors,Blue stripes,Popcorn bucket,No,No,Yes,Default; Custom; Sable,1,1,Normal,1000,820,205,White,Blue,1x1,No,740,Poki,Nook's Cranny; HHP Office,,NA,NA,103,facility,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrPopcornset_Remake_2_1,2_1,13632,3TYDzy4HbcX86s6hz
popcorn snack set,,Salted & orange juice,Flavors,Green stripes,Popcorn bucket,No,No,Yes,Default; Custom; Sable,1,1,Normal,1000,820,205,White,Green,1x1,No,740,Poki,Nook's Cranny; HHP Office,,NA,NA,103,facility,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrPopcornset_Remake_2_2,2_2,13632,uLSDNbHGSFy5G5XYn
popcorn snack set,,Salted & orange juice,Flavors,Popcorn,Popcorn bucket,No,No,Yes,Default; Custom; Sable,1,1,Normal,1000,820,205,White,Yellow,1x1,No,740,Poki,Nook's Cranny; HHP Office,,NA,NA,103,facility,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrPopcornset_Remake_2_3,2_3,13632,C6AGL6Ed7zYKYTCbD
popcorn snack set,,Salted & orange juice,Flavors,Vivid colors,Popcorn bucket,No,No,Yes,Default; Custom; Sable,1,1,Normal,1000,820,205,White,Colorful,1x1,No,740,Poki,Nook's Cranny; HHP Office,,NA,NA,103,facility,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrPopcornset_Remake_2_4,2_4,13632,PwMttqqEDrxLiPHga
popcorn snack set,,Salted & orange juice,Flavors,Botanical,Popcorn bucket,No,No,Yes,Default; Custom; Sable,1,1,Normal,1000,820,205,White,Beige,1x1,No,740,Poki,Nook's Cranny; HHP Office,,NA,NA,103,facility,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrPopcornset_Remake_2_5,2_5,13632,ss6ErBNwcMGefX6Rg
popcorn snack set,,Salted & orange juice,Flavors,Fireworks,Popcorn bucket,No,No,Yes,Default; Custom; Sable,1,1,Normal,1000,820,205,White,Colorful,1x1,No,740,Poki,Nook's Cranny; HHP Office,,NA,NA,103,facility,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrPopcornset_Remake_2_6,2_6,13632,qZ7JhuzpzQY3MK6go
popcorn snack set,,Salted & orange juice,Flavors,Ribbon,Popcorn bucket,No,No,Yes,Default; Custom; Sable,1,1,Normal,1000,820,205,White,Pink,1x1,No,740,Poki,Nook's Cranny; HHP Office,,NA,NA,103,facility,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrPopcornset_Remake_2_7,2_7,13632,echwimZHkT4xuR2eJ
popcorn snack set,,Caramel & iced tea,Flavors,Red stripes,Popcorn bucket,No,No,Yes,Default; Custom; Sable,1,1,Normal,1000,820,205,Orange,Red,1x1,No,740,Poki,Nook's Cranny; HHP Office,,NA,NA,103,facility,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrPopcornset_Remake_3_0,3_0,13632,iWiM4DeMvM4a7GAgY
popcorn snack set,,Caramel & iced tea,Flavors,Blue stripes,Popcorn bucket,No,No,Yes,Default; Custom; Sable,1,1,Normal,1000,820,205,Orange,Blue,1x1,No,740,Poki,Nook's Cranny; HHP Office,,NA,NA,103,facility,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrPopcornset_Remake_3_1,3_1,13632,L5GRRMG2MtNLv2tSF
popcorn snack set,,Caramel & iced tea,Flavors,Green stripes,Popcorn bucket,No,No,Yes,Default; Custom; Sable,1,1,Normal,1000,820,205,Orange,Green,1x1,No,740,Poki,Nook's Cranny; HHP Office,,NA,NA,103,facility,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrPopcornset_Remake_3_2,3_2,13632,M7duBWR2DLa4WbPRc
popcorn snack set,,Caramel & iced tea,Flavors,Popcorn,Popcorn bucket,No,No,Yes,Default; Custom; Sable,1,1,Normal,1000,820,205,Orange,Yellow,1x1,No,740,Poki,Nook's Cranny; HHP Office,,NA,NA,103,facility,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrPopcornset_Remake_3_3,3_3,13632,4anZqBjYyz2kWa2G9
popcorn snack set,,Caramel & iced tea,Flavors,Vivid colors,Popcorn bucket,No,No,Yes,Default; Custom; Sable,1,1,Normal,1000,820,205,Orange,Colorful,1x1,No,740,Poki,Nook's Cranny; HHP Office,,NA,NA,103,facility,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrPopcornset_Remake_3_4,3_4,13632,mMDxcRgx7TNon8uhs
popcorn snack set,,Caramel & iced tea,Flavors,Botanical,Popcorn bucket,No,No,Yes,Default; Custom; Sable,1,1,Normal,1000,820,205,Orange,Beige,1x1,No,740,Poki,Nook's Cranny; HHP Office,,NA,NA,103,facility,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrPopcornset_Remake_3_5,3_5,13632,c2fPGLdiJ34akSEX9
popcorn snack set,,Caramel & iced tea,Flavors,Fireworks,Popcorn bucket,No,No,Yes,Default; Custom; Sable,1,1,Normal,1000,820,205,Orange,Colorful,1x1,No,740,Poki,Nook's Cranny; HHP Office,,NA,NA,103,facility,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrPopcornset_Remake_3_6,3_6,13632,DFswDficYYwKPXFjB
popcorn snack set,,Caramel & iced tea,Flavors,Ribbon,Popcorn bucket,No,No,Yes,Default; Custom; Sable,1,1,Normal,1000,820,205,Orange,Pink,1x1,No,740,Poki,Nook's Cranny; HHP Office,,NA,NA,103,facility,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrPopcornset_Remake_3_7,3_7,13632,pgMs8XaTCnkbj9L8s
popcorn snack set,,Caramel & melon soda,Flavors,Red stripes,Popcorn bucket,No,No,Yes,Default; Custom; Sable,1,1,Normal,1000,820,205,Orange,Red,1x1,No,740,Poki,Nook's Cranny; HHP Office,,NA,NA,103,facility,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrPopcornset_Remake_4_0,4_0,13632,sLgQPy8oXhqDvfxrY
popcorn snack set,,Caramel & melon soda,Flavors,Blue stripes,Popcorn bucket,No,No,Yes,Default; Custom; Sable,1,1,Normal,1000,820,205,Orange,Blue,1x1,No,740,Poki,Nook's Cranny; HHP Office,,NA,NA,103,facility,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrPopcornset_Remake_4_1,4_1,13632,KbmYeEzYYocyzcLvj
popcorn snack set,,Caramel & melon soda,Flavors,Green stripes,Popcorn bucket,No,No,Yes,Default; Custom; Sable,1,1,Normal,1000,820,205,Orange,Green,1x1,No,740,Poki,Nook's Cranny; HHP Office,,NA,NA,103,facility,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrPopcornset_Remake_4_2,4_2,13632,5YSj8pWP2XR6mTTMs
popcorn snack set,,Caramel & melon soda,Flavors,Popcorn,Popcorn bucket,No,No,Yes,Default; Custom; Sable,1,1,Normal,1000,820,205,Orange,Yellow,1x1,No,740,Poki,Nook's Cranny; HHP Office,,NA,NA,103,facility,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrPopcornset_Remake_4_3,4_3,13632,CndqgQtqoH6tim6nF
popcorn snack set,,Caramel & melon soda,Flavors,Vivid colors,Popcorn bucket,No,No,Yes,Default; Custom; Sable,1,1,Normal,1000,820,205,Orange,Colorful,1x1,No,740,Poki,Nook's Cranny; HHP Office,,NA,NA,103,facility,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrPopcornset_Remake_4_4,4_4,13632,rmfbz9WJfcoSyyxKy
popcorn snack set,,Caramel & melon soda,Flavors,Botanical,Popcorn bucket,No,No,Yes,Default; Custom; Sable,1,1,Normal,1000,820,205,Orange,Beige,1x1,No,740,Poki,Nook's Cranny; HHP Office,,NA,NA,103,facility,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrPopcornset_Remake_4_5,4_5,13632,YBuCJEcGQsPietKFM
popcorn snack set,,Caramel & melon soda,Flavors,Fireworks,Popcorn bucket,No,No,Yes,Default; Custom; Sable,1,1,Normal,1000,820,205,Orange,Colorful,1x1,No,740,Poki,Nook's Cranny; HHP Office,,NA,NA,103,facility,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrPopcornset_Remake_4_6,4_6,13632,fjzvc4RrMWA3eL7rx
popcorn snack set,,Caramel & melon soda,Flavors,Ribbon,Popcorn bucket,No,No,Yes,Default; Custom; Sable,1,1,Normal,1000,820,205,Orange,Pink,1x1,No,740,Poki,Nook's Cranny; HHP Office,,NA,NA,103,facility,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrPopcornset_Remake_4_7,4_7,13632,CCznS98XrBtjMtZn8
popcorn snack set,,Curry-flavored & berry soda,Flavors,Red stripes,Popcorn bucket,No,No,Yes,Default; Custom; Sable,1,1,Normal,1000,820,205,Yellow,Red,1x1,No,740,Poki,Nook's Cranny; HHP Office,,NA,NA,103,facility,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrPopcornset_Remake_5_0,5_0,13632,dEBYjoeZtqgkcyQD5
popcorn snack set,,Curry-flavored & berry soda,Flavors,Blue stripes,Popcorn bucket,No,No,Yes,Default; Custom; Sable,1,1,Normal,1000,820,205,Yellow,Blue,1x1,No,740,Poki,Nook's Cranny; HHP Office,,NA,NA,103,facility,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrPopcornset_Remake_5_1,5_1,13632,XrkuME6z3yoRN6oRE
popcorn snack set,,Curry-flavored & berry soda,Flavors,Green stripes,Popcorn bucket,No,No,Yes,Default; Custom; Sable,1,1,Normal,1000,820,205,Yellow,Green,1x1,No,740,Poki,Nook's Cranny; HHP Office,,NA,NA,103,facility,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrPopcornset_Remake_5_2,5_2,13632,JXTbvfQKXHZmT4P59
popcorn snack set,,Curry-flavored & berry soda,Flavors,Popcorn,Popcorn bucket,No,No,Yes,Default; Custom; Sable,1,1,Normal,1000,820,205,Yellow,Yellow,1x1,No,740,Poki,Nook's Cranny; HHP Office,,NA,NA,103,facility,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrPopcornset_Remake_5_3,5_3,13632,9eoad8KiEoJPRgSfh
popcorn snack set,,Curry-flavored & berry soda,Flavors,Vivid colors,Popcorn bucket,No,No,Yes,Default; Custom; Sable,1,1,Normal,1000,820,205,Yellow,Colorful,1x1,No,740,Poki,Nook's Cranny; HHP Office,,NA,NA,103,facility,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrPopcornset_Remake_5_4,5_4,13632,L2gbqi7XoQgHrXTtZ
popcorn snack set,,Curry-flavored & berry soda,Flavors,Botanical,Popcorn bucket,No,No,Yes,Default; Custom; Sable,1,1,Normal,1000,820,205,Yellow,Beige,1x1,No,740,Poki,Nook's Cranny; HHP Office,,NA,NA,103,facility,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrPopcornset_Remake_5_5,5_5,13632,NSFB77tGQkRTNYKSH
popcorn snack set,,Curry-flavored & berry soda,Flavors,Fireworks,Popcorn bucket,No,No,Yes,Default; Custom; Sable,1,1,Normal,1000,820,205,Yellow,Colorful,1x1,No,740,Poki,Nook's Cranny; HHP Office,,NA,NA,103,facility,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrPopcornset_Remake_5_6,5_6,13632,SMhkNkbLAc4QFm6fH
popcorn snack set,,Curry-flavored & berry soda,Flavors,Ribbon,Popcorn bucket,No,No,Yes,Default; Custom; Sable,1,1,Normal,1000,820,205,Yellow,Pink,1x1,No,740,Poki,Nook's Cranny; HHP Office,,NA,NA,103,facility,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrPopcornset_Remake_5_7,5_7,13632,YCWiDQyYwHuJ7xcM6
porcelain vase,,Simple,Design,NA,NA,No,No,No,NA,1,NA,None,2400,7900,1975,Green,Green,1x1,No,7100,Poki,Nook's Cranny; HHP Office,,NA,NA,103,harmonious,heritage,None,None,None,No,Folk Craft Decor,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrVaseCeladon_Remake_0_0,0_0,13186,kTQq9joHvcS3un7gb
porcelain vase,,Cranes,Design,NA,NA,No,No,No,NA,1,NA,None,2400,7900,1975,Green,Yellow,1x1,No,7100,Poki,Nook's Cranny; HHP Office,,NA,NA,103,harmonious,heritage,None,None,None,No,Folk Craft Decor,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrVaseCeladon_Remake_1_0,1_0,13186,B4ztQRgobGYKkoR2p
porcelain vase,,Wisteria,Design,NA,NA,No,No,No,NA,1,NA,None,2400,7900,1975,White,Blue,1x1,No,7100,Poki,Nook's Cranny; HHP Office,,NA,NA,103,harmonious,heritage,None,None,None,No,Folk Craft Decor,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrVaseCeladon_Remake_2_0,2_0,13186,iAxPdM6nn78xX92wT
porcelain vase,,Gradation,Design,NA,NA,No,No,No,NA,1,NA,None,2400,7900,1975,Aqua,Aqua,1x1,No,7100,Poki,Nook's Cranny; HHP Office,,NA,NA,103,harmonious,heritage,None,None,None,No,Folk Craft Decor,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrVaseCeladon_Remake_3_0,3_0,13186,neCi32NjBw2DxZaEb
portable radio,,White,Color,NA,NA,No,No,No,NA,1,NA,None,1000,1500,375,White,Black,1x1,No,1400,Poki,Starting items,,NA,NA,103,outdoors,None,None,None,Audio,Yes,Audio,Yes,Does not play music,No lighting,NA,For sale,1.0.0,Yes,FtrPortableradio_Remake_0_0,0_0,3697,cixkGgwmqmYHtL5AQ
portable radio,,Yellow,Color,NA,NA,No,No,No,NA,1,NA,None,1000,1500,375,Yellow,Black,1x1,No,1400,Poki,Starting items,,NA,NA,103,outdoors,None,None,None,Audio,Yes,Audio,Yes,Does not play music,No lighting,NA,For sale,1.0.0,Yes,FtrPortableradio_Remake_1_0,1_0,3697,f9JDe5nR4Xw4TcjWH
portable radio,,Red,Color,NA,NA,No,No,No,NA,1,NA,None,1000,1500,375,Red,Black,1x1,No,1400,Poki,Starting items,,NA,NA,103,outdoors,None,None,None,Audio,Yes,Audio,Yes,Does not play music,No lighting,NA,For sale,1.0.0,Yes,FtrPortableradio_Remake_2_0,2_0,3697,b4a6AicmCdp5BQ3FE
portable radio,,Pink,Color,NA,NA,No,No,No,NA,1,NA,None,1000,1500,375,Pink,Black,1x1,No,1400,Poki,Starting items,,NA,NA,103,outdoors,None,None,None,Audio,Yes,Audio,Yes,Does not play music,No lighting,NA,For sale,1.0.0,Yes,FtrPortableradio_Remake_3_0,3_0,3697,zTabXPentYG8CAGQA
portable radio,,Blue,Color,NA,NA,No,No,No,NA,1,NA,None,1000,1500,375,Blue,Black,1x1,No,1400,Poki,Starting items,,NA,NA,103,outdoors,None,None,None,Audio,Yes,Audio,Yes,Does not play music,No lighting,NA,For sale,1.0.0,Yes,FtrPortableradio_Remake_4_0,4_0,3697,W5tHqSe9hNCGuwWcn
portable radio,,Light blue,Color,NA,NA,No,No,No,NA,1,NA,None,1000,1500,375,Aqua,Black,1x1,No,1400,Poki,Starting items,,NA,NA,103,outdoors,None,None,None,Audio,Yes,Audio,Yes,Does not play music,No lighting,NA,For sale,1.0.0,Yes,FtrPortableradio_Remake_5_0,5_0,3697,k4Qq7Rvriu62c55Nq
portable radio,,Green,Color,NA,NA,No,No,No,NA,1,NA,None,1000,1500,375,Green,Black,1x1,No,1400,Poki,Starting items,,NA,NA,103,outdoors,None,None,None,Audio,Yes,Audio,Yes,Does not play music,No lighting,NA,For sale,1.0.0,Yes,FtrPortableradio_Remake_6_0,6_0,3697,vNwK5abnNCtKYZXkz
portable radio,,Black,Color,NA,NA,No,No,No,NA,1,NA,None,1000,1500,375,Black,Black,1x1,No,1400,Poki,Starting items,,NA,NA,103,outdoors,None,None,None,Audio,Yes,Audio,Yes,Does not play music,No lighting,NA,For sale,1.0.0,Yes,FtrPortableradio_Remake_7_0,7_0,3697,QgkwYgW26JogwGBAG
portable record player,,Red,Color,NA,NA,No,No,No,NA,1,NA,None,1700,4000,1000,Red,White,1x1,No,3600,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,NA,NA,103,shop,retro,None,None,Audio,Music Player,Audio,Yes,Cheap,No lighting,NA,For sale,1.0.0,Yes,FtrPortablerecordplayer_Remake_0_0,0_0,4338,Jmkx85zS2KxQwmdHr
portable record player,,Yellow,Color,NA,NA,No,No,No,NA,1,NA,None,1700,4000,1000,Yellow,Black,1x1,No,3600,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,NA,NA,103,shop,retro,None,None,Audio,Music Player,Audio,Yes,Cheap,No lighting,NA,For sale,1.0.0,Yes,FtrPortablerecordplayer_Remake_1_0,1_0,4338,yTGcHrSeyX2Z5K8QN
portable record player,,Blue,Color,NA,NA,No,No,No,NA,1,NA,None,1700,4000,1000,Aqua,Black,1x1,No,3600,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,NA,NA,103,shop,retro,None,None,Audio,Music Player,Audio,Yes,Cheap,No lighting,NA,For sale,1.0.0,Yes,FtrPortablerecordplayer_Remake_2_0,2_0,4338,uej4gEE8LWT8y3nWe
