Name,Image,VFX,VFX Type,DIY,Buy,Sell,Color 1,Color 2,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,Window Type,Window Color,Pane Type,Curtain Type,Curtain Color,Ceiling Type,HHA Base Points,HHA Concept 1,HHA Concept 2,HHA Series,Tag,Catalog,Version Added,Unlocked?,Filename,Internal ID,Unique Entry ID
pastel puzzle wall,,No,NA,No,1540,385,White,White,1400,Poki,Nook's Cranny,,NA,NA,Single Pane,White Metal,Glass,Slatted Blinds,White Plastic,Cloth,151,fancy,child's room,None,Puzzle Walls,For sale,1.0.0,Yes,RoomTexWallPuzzle00,4886,b3EvGiavTx8QPHrfP
paw-print wall,,No,NA,No,1160,290,Yellow,Beige,1000,Poki,Nook's Cranny,,NA,NA,Four Pane,Natural Wood,Glass,Curtains,White Lace,Cloth,151,None,None,None,Cute Walls,For sale,2.0.0,Yes,RoomTexWallFootmark00,13482,m5usCdM6aRQPQme5x
peach two-toned tile wall,,No,NA,No,1850,462,Pink,Pink,1700,Poki,Nook's Cranny,,NA,NA,Sliding Pane,White Metal,Glass,None,NA,Stone,151,bathroom,public bath,None,Two-Tone Tile Walls,For sale,1.0.0,Yes,RoomTexWallTwoToneTile04,6857,m9bGMPzT4cjdMddyY
peach wall,,No,NA,Yes,NFS,4000,Pink,Pink,NA,NA,Crafting,,NA,NA,Four Pane,Grey Wood,Glass,Roller Shades,White,Cloth,103,fancy,child's room,fruits,Fruit Walls,Not for sale,1.0.0,Yes,RoomTexWallPeach00,4918,cpGXBrDm4SXGAXraz
pear wall,,No,NA,Yes,NFS,4000,Green,Green,NA,NA,Crafting,,NA,NA,Four Pane,Grey Wood,Glass,Roller Shades,White,Cloth,103,fancy,child's room,fruits,Fruit Walls,Not for sale,1.0.0,Yes,RoomTexWallPear00,4917,vtaaw7vsoJD8meQuM
perforated-board wall,,No,NA,No,1180,295,Brown,Brown,1100,Poki,Nook's Cranny,,NA,NA,None,NA,NA,None,NA,Tile,151,music,facility,None,Pegboard Walls,For sale,1.0.0,Yes,RoomTexWallPegboard01,4921,BThQrmfp4EnBqyfv3
pharmacy-shelving wall,,No,NA,No,3000,750,White,Aqua,NA,NA,Saharah's Co-op,,NA,NA,None,NA,NA,None,NA,Tile,451,hospital,lab,None,WallFacility,Not for sale,2.0.0,Yes,RoomTexWallMedicineRoom00,12724,RsJaDrDCjLfrtCB9G
pink blossoming wall,,No,NA,No,1760,440,Pink,Brown,1600,Poki,Nook's Cranny,,NA,NA,Four Pane,Dark Wood,Glass,Curtains,Red Checkered,Wood,151,fancy,living room,None,Country,For sale,1.0.0,Yes,RoomTexWallCountry01,4895,zgZSrtarnCJG53AdD
pink diner wall,,No,NA,No,2420,605,Pink,Colorful,2200,Poki,Nook's Cranny,,NA,NA,Single Pane,White Metal,Glass,Slatted Blinds,White Plastic,Stone,151,restaurant,café,diner,Diner Walls,For sale,1.0.0,Yes,RoomTexWallDiner01,7242,MXeKHor4q66HH3GJs
pink flower-print wall,,No,NA,No,1780,445,Pink,Pink,1600,Poki,Nook's Cranny,,NA,NA,Four Pane,Natural Wood,Glass,Curtains,Pink,Wood,151,fancy,living room,None,Flower Walls,For sale,1.0.0,Yes,RoomTexWallFlower00,4893,eCN5rZb7sXsoWSCmW
pink heart-pattern wall,,No,NA,No,1280,320,Pink,Pink,1200,Poki,Nook's Cranny,,NA,NA,Four Pane,White Wood,Glass,Roller Shades,White,Cloth,151,fancy,child's room,None,Heart Walls,For sale,1.0.0,Yes,RoomTexWallHeart01,4875,4f732CJdDvXxHDQsd
pink painted-wood wall,,No,NA,No,1650,412,Pink,Pink,1500,Poki,Nook's Cranny,,NA,NA,Four Pane,White Wood,Glass,None,NA,Wood,151,living room,child's room,None,Painted Wood,For sale,1.0.0,Yes,RoomTexWallPaintWood02,4802,tjx2TsuHTcr4jaMHM
pink playroom wall,,No,NA,No,2540,635,Pink,Pink,2300,Poki,Nook's Cranny,,NA,NA,Sliding Pane,White Metal,Glass,None,NA,Cloth,151,child's room,fancy,None,Toy Walls,For sale,1.0.0,Yes,RoomTexWallToy01,4889,xYNWemEyTsD9zG8iC
pink quilt wall,,No,NA,No,2150,537,Pink,White,1900,Poki,Nook's Cranny,,NA,NA,Four Pane,White Wood,Glass,Curtains,White Lace,Cloth,151,fancy,child's room,None,Dollhouse Walls,For sale,1.0.0,Yes,RoomTexWallDollhouse00,7274,gToedZLPo7MbMvpah
pink shanty wall,,No,NA,No,620,155,Pink,Pink,560,Poki,Nook's Cranny,,NA,NA,Single Pane,Grey Wood,Glass,Slatted Blinds,White Plastic,Stone,151,workshop,construction site,None,Tin Walls,For sale,1.0.0,Yes,RoomTexWallTin01,4924,WfmPknxrLpp25SMbS
pink simple-cloth wall,,No,NA,No,750,187,Pink,Pink,680,Poki,Nook's Cranny,,NA,NA,Four Pane,White Wood,Glass,Curtains,White,Wood,151,child's room,living room,simple,Simple Walls,For sale,1.0.0,Yes,RoomTexWallSimple02,4868,mH2zs7NpfPgERmHwm
pink-crown wall,,No,NA,No,2350,587,Pink,White,2100,Poki,Nook's Cranny,,NA,NA,None,NA,NA,None,NA,Tile,151,fancy,restaurant,None,Crown Walls,For sale,1.0.0,Yes,RoomTexWallCrown02,4816,cwBg3xvzjfh2qm7Lg
pink-striped wall,,No,NA,No,1520,380,Pink,White,1400,Poki,Nook's Cranny,,NA,NA,Four Pane,White Wood,Glass,Roller Shades,White,Cloth,151,fancy,child's room,None,Stripe Walls,For sale,1.0.0,Yes,RoomTexWallStripe01,4943,Pwd2z87xxFm52tA28
pirate wall,,Yes,NA,No,NFS,750,Blue,Brown,NA,NA,Gullivarrr,,NA,NA,None,NA,NA,None,NA,Wood,451,ocean,expensive,pirate,Special Walls,Not for sale,1.3.0,Yes,RoomSpWallPirates00,12567,DydGczJz6fqyAZJuA
Pompompurin wall,,No,NA,No,3000,750,Yellow,Brown,NA,NA,Nook Shopping Promotion,Scan the associated Sanrio amiibo card,NA,NA,None,NA,NA,None,NA,Cloth,201,fancy,None,Pompompurin,Sanrio Walls,Not in catalog,1.9.0,Yes,RoomTexWallPurin00,10174,AzWS3tTqRkGWGcTZz
prom wall,,Yes,Synchro,No,3000,750,Purple,Colorful,NA,NA,Nook Shopping Seasonal,,Prom,Yes,None,NA,NA,None,NA,Cloth,201,party,None,None,Special Walls,Seasonal,1.9.0,Yes,RoomSpWallBallroom00,14252,PSDiTRHahnqgc3vEY
purple camo wall,,No,NA,No,1150,287,Purple,Purple,1000,Poki,Nook's Cranny,,NA,NA,Single Pane,White Metal,Glass,Slatted Blinds,White Plastic,Cloth,151,party,child's room,None,Camouflage,For sale,1.0.0,Yes,RoomTexWallCamouflage02,4885,AY2jSyyAd4BD74xQ7
purple dotted wall,,No,NA,No,1100,275,Purple,White,990,Poki,Nook's Cranny,,NA,NA,Four Pane,Natural Wood,Glass,Curtains,White,Wood,151,fancy,child's room,None,Dot,For sale,1.0.0,Yes,RoomTexWallDot04,4902,JRu4Xs5kYG4ognk2P
purple Moroccan wall,,No,NA,No,2440,610,Purple,Purple,2200,Poki,Nook's Cranny,,NA,NA,Sliding Pane,White Metal,Glass,None,NA,Stone,151,bathroom,public bath,Moroccan,Morocco,For sale,1.0.0,Yes,RoomTexWallMorocco02,6864,2y5jPPPs3so7APToC
purple puzzle wall,,No,NA,No,1540,385,Purple,Colorful,1400,Poki,Nook's Cranny,,NA,NA,Single Pane,White Metal,Glass,Slatted Blinds,White Plastic,Cloth,151,fancy,child's room,None,Puzzle Walls,For sale,1.0.0,Yes,RoomTexWallPuzzle03,6875,iG8MR3f2F2jDsLjT9
purple quilt wall,,No,NA,No,2150,537,Purple,White,1900,Poki,Nook's Cranny,,NA,NA,Four Pane,White Wood,Glass,Curtains,White Lace,Cloth,151,fancy,child's room,None,Dollhouse Walls,For sale,1.0.0,Yes,RoomTexWallDollhouse03,7275,tmY5uczEnYXA6fdeQ
purple-rose wall,,No,NA,No,1720,430,Purple,Purple,1500,Poki,Nook's Cranny,,NA,NA,Arch,Grey Metal,Glass,None,NA,Wood,151,fancy,child's room,None,Rose Walls,For sale,1.0.0,Yes,RoomTexWallRose01,4907,kHEHhFZSfDXTHtZAa
rammed-earth wall,,No,NA,No,1800,450,Brown,Beige,1600,Poki,Nook's Cranny,,NA,NA,None,NA,NA,None,NA,Stone,151,heritage,harmonious,None,Stone Walls,For sale,1.0.0,Yes,RoomTexWallHanchiku00,4845,9AafcLh3QkLp2tdWj
ramshackle wall,,No,NA,No,3000,750,Brown,Beige,NA,NA,Saharah; Saharah's Co-op,,NA,NA,Four Pane,Dark Wood,Glass,None,NA,Stone,451,horror,None,None,Stone Walls,Not for sale,1.0.0,Yes,RoomTexWallRuins00,5225,bTb98gEchXobwaqdt
red art-deco wall,,No,NA,No,2780,695,Red,Black,2500,Poki,Nook's Cranny,,NA,NA,Arch,Grey Metal,Glass,None,NA,Wood,151,European,living room,None,Art Deco Walls,For sale,1.0.0,Yes,RoomTexWallArtDeco01,4818,R3zgKkrxc3ar4y9A8
red delicate-blooms wall,,No,NA,No,1900,475,Red,Brown,1700,Poki,Nook's Cranny,,NA,NA,Four Pane,Dark Wood,Glass,Roller Shades,Undyed,Wood,151,expensive,living room,None,Manor Walls,For sale,1.0.0,Yes,RoomTexWallManor01,4897,F7oWFwEAh4evtkJcb
red dotted wall,,No,NA,No,1100,275,Red,Red,990,Poki,Nook's Cranny,,NA,NA,Four Pane,White Wood,Glass,Curtains,White,Wood,151,fancy,child's room,None,Dot,For sale,1.0.0,Yes,RoomTexWallDot02,4900,3mfqbt8sXR88eDfTk
red heart-pattern wall,,No,NA,No,1280,320,Red,Red,1200,Poki,Nook's Cranny,,NA,NA,Four Pane,White Wood,Glass,Roller Shades,White,Cloth,151,fancy,child's room,None,Heart Walls,For sale,1.0.0,Yes,RoomTexWallHeart03,6870,TPrtAkkWJa7KpLady
red intricate wall,,No,NA,No,1570,392,Red,White,1400,Poki,Nook's Cranny,,NA,NA,Four Pane,Grey Wood,Glass,Roller Shades,White,Wood,151,living room,shop,None,Flower Pop Walls,For sale,1.0.0,Yes,RoomTexWallFlowerPop03,6879,yasngHr44QgXc9tYs
red locker-room wall,,No,NA,No,3000,750,Red,White,NA,NA,Saharah's Co-op,,NA,NA,None,NA,NA,None,NA,Tile,451,school,None,None,Iron Walls,Not for sale,2.0.0,Yes,RoomTexWallLocker00,12849,9KJS7LeM7STiSXYKH
red perforated-board wall,,No,NA,No,1180,295,Red,Red,1100,Poki,Nook's Cranny,,NA,NA,None,NA,NA,None,NA,Tile,151,music,facility,None,Pegboard Walls,For sale,1.0.0,Yes,RoomTexWallPegboard03,6853,TCLSE3BdkCQeiM7wX
red two-toned tile wall,,No,NA,No,1850,462,Red,Red,1700,Poki,Nook's Cranny,,NA,NA,Sliding Pane,White Metal,Glass,None,NA,Stone,151,bathroom,public bath,None,Two-Tone Tile Walls,For sale,1.0.0,Yes,RoomTexWallTwoToneTile03,6856,u9dKmtft32t4cxxiW
red-brick wall,,No,NA,No,1000,250,Red,Brown,900,Poki,Nook's Cranny,,NA,NA,Four Pane,Dark Wood,Glass,None,NA,Wood,151,city life,amusement park,None,Brick,For sale,1.0.0,Yes,RoomTexWallBrick01,4928,Hu3jyiCP23j78PCdX
retro flower-print wall,,No,NA,No,1660,415,Green,Green,1500,Poki,Nook's Cranny,,NA,NA,Four Pane,White Wood,Glass,Curtains,White Lace,Wood,151,fancy,living room,None,Cloth Walls,For sale,1.0.0,Yes,RoomTexWallKitsch00,4847,MdWwebM7zyeBdykxp
retro restaurant wall,,No,NA,No,3000,750,Brown,Beige,NA,NA,Saharah's Co-op,,NA,NA,None,NA,NA,None,NA,Wood,451,restaurant,retro,None,Brick,Not for sale,2.0.0,Yes,RoomTexWallRestaurant00,12907,HCYc3GcoJqWhMM7nc
rice-paddy wall,,Yes,Synchro,No,3000,750,Aqua,Green,NA,NA,Saharah; Saharah's Co-op,,NA,NA,None,NA,NA,None,NA,Plain,451,nature,local,None,Special Cool Nature Walls,Not for sale,1.0.0,Yes,RoomSpWallFarm00,5487,TnHvGeJGKioxc95mH
ringside seating,,Yes,NA,No,3000,750,Black,Black,NA,NA,Saharah; Saharah's Co-op,,NA,NA,None,NA,NA,None,NA,Plain,451,sports,None,None,Special Walls,Not for sale,1.0.0,Yes,RoomSpWallWrestling00,5512,bg9rQRYAbzeD8rLCw
robo-wall,,No,NA,No,3000,750,Gray,Gray,NA,NA,Saharah's Co-op,,NA,NA,None,NA,NA,None,NA,Tile,451,sci-fi,lab,None,Iron Walls,Not for sale,2.0.0,Yes,RoomTexWallRobo00,5455,hJZQA7tyayEK3spG6
rock-climbing wall,,No,NA,No,3000,750,White,Colorful,NA,NA,Saharah; Saharah's Co-op,,NA,NA,None,NA,NA,None,NA,Stone,451,fitness,sports,None,Neta Walls,Not for sale,1.0.0,Yes,RoomTexWallBouldering00,4851,CRvqDNWfXzY2ibXvG
Room Sketch wall,,Yes,NA,No,NFS,750,White,White,2700,Poki,Wardell,,Happy Home Paradise,Yes,None,NA,NA,None,NA,Plain,151,None,None,None,Special Inorganic Walls,Not for sale,2.0.0,Yes,RoomSpWallSketch00,14896,faa5CutSpc3i8ZSY8
rope-net wall,,Yes,NA,Yes,NFS,2200,Brown,Beige,NA,NA,Crafting,,NA,NA,None,NA,NA,None,NA,Plain,103,nature,park,None,Nature Walls,Not for sale,2.0.0,Yes,RoomSpWallRopenet00,13875,kjhatSss6jpDHcG5j
rose wall,,No,NA,No,1720,430,Red,White,1500,Poki,Nook's Cranny,,NA,NA,Arch,Wood,Glass,None,NA,Wood,151,fancy,child's room,None,Rose Walls,For sale,1.0.0,Yes,RoomTexWallRose00,4906,azgSWFRcgeuopRWrH
ruins wall,,No,NA,No,3000,750,Black,Gray,NA,NA,Saharah; Saharah's Co-op,,NA,NA,None,NA,NA,None,NA,Stone,451,horror,ancient,None,Nature Walls,Not for sale,1.0.0,Yes,RoomTexWallRemains00,5228,ZHiKhqts5brebhYH9
rustic-stone wall,,No,NA,Yes,NFS,1750,Gray,Gray,NA,NA,Crafting,,NA,NA,Four Pane,Dark Wood,Glass,None,NA,Stone,103,European,ancient,None,Stone Walls,Not for sale,1.0.0,Yes,RoomTexWallStone00,4813,xP7S673w2oNwNHowp
sakura-wood wall,,No,NA,Yes,NFS,3200,Pink,Pink,NA,NA,Crafting,,cherry-blossom petals,Yes,Four Pane,Grey Wood,Glass,Curtains,Pink,Wood,201,child's room,fancy,cherry blossoms,Wood Walls,Not for sale,1.0.0,Yes,RoomTexWallSolidWood00,4947,jFtMrj8NBC3o4ALzG
sci-fi wall,,Yes,Random,Yes,NFS,7500,Black,Black,NA,NA,Crafting,,NA,NA,None,NA,NA,None,NA,Tile,103,space,sci-fi,None,Special Inorganic Walls,Not for sale,1.0.0,Yes,RoomSpWallSF00,5510,y48TLWMbXCbrWQp5a
screen wall,,No,NA,No,3000,750,White,White,2700,Poki,Nook's Cranny,,NA,NA,None,NA,NA,None,NA,Wood,151,harmonious,retro,None,Japanese Style,For sale,1.0.0,Yes,RoomTexWallFusuma00,4819,wk4ST89FjabXnZPXy
sea view,,Yes,Synchro,No,3000,750,Aqua,Blue,NA,NA,Saharah; Saharah's Co-op,,NA,NA,None,NA,NA,None,NA,Plain,451,ocean,fantasy,None,Special Cool Nature Walls,Not for sale,1.0.0,Yes,RoomSpWallSeaView00,5501,fHQn9EzoTxznm7nJ9
security-monitors wall,,Yes,Random,No,3000,750,Black,Gray,NA,NA,Saharah; Saharah's Co-op,,NA,NA,None,NA,NA,None,NA,Tile,451,facility,sci-fi,None,Special Inorganic Walls,Not for sale,1.0.0,Yes,RoomSpWallMonitor00,5491,N6T3rBvQdYoJoXkrH
sepia puzzle wall,,No,NA,No,1540,385,Beige,Colorful,1400,Poki,Nook's Cranny,,NA,NA,Single Pane,White Metal,Glass,Slatted Blinds,White Plastic,Cloth,151,fancy,child's room,None,Puzzle Walls,For sale,1.0.0,Yes,RoomTexWallPuzzle02,6874,2mtYv7D25wDqMWi6P
server-room wall,,Yes,Random,No,3000,750,Black,Black,NA,NA,Saharah; Saharah's Co-op,,NA,NA,None,NA,NA,None,NA,Tile,451,facility,sci-fi,None,Special Inorganic Walls,Not for sale,1.0.0,Yes,RoomSpWallServer00,5490,ycnhxNaWfeXEq5x7A
shoji screen,,Yes,NA,No,1880,470,Beige,White,1700,Poki,Nook's Cranny,,NA,NA,None,NA,NA,None,NA,Wood,151,harmonious,retro,None,Japanese Style,For sale,1.0.0,Yes,RoomSpWallShoji00,4863,5RdqeAZAvdCR5QxqM
shutter wall,,No,NA,No,3000,750,White,Gray,NA,NA,Saharah; Saharah's Co-op,,NA,NA,None,NA,NA,None,NA,Stone,451,facility,workshop,None,Iron Walls,Not for sale,1.0.0,Yes,RoomTexWallShutter00,4825,4ez74JDpR9kmiroQr
ski-slope wall,,Yes,Synchro,Yes,NFS,3200,White,White,NA,NA,Crafting,,snowflakes,Yes,None,NA,NA,None,NA,Plain,201,freezing cold,None,None,Special Cool Nature Walls,Not for sale,1.0.0,Yes,RoomSpWallGelande00,5498,hCdDcFDBWEe6pmctp
skull wall,,Yes,LightOff,No,3000,750,Black,Black,2700,Poki,Nook's Cranny,,NA,NA,Single Pane,Black Metal,Glass,Slatted Blinds,Black Plastic,Cloth,151,horror,child's room,None,Special Inorganic Walls,For sale,1.0.0,Yes,RoomSpWallSkull00,5520,7GLt2YDxMDyp8EJth
sky wall,,Yes,Synchro,No,3000,750,Aqua,White,NA,NA,Saharah; Saharah's Co-op,,NA,NA,None,NA,NA,None,NA,Plain,451,fancy,None,None,Special Cool Nature Walls,Not for sale,1.0.0,Yes,RoomSpWallCloud00,5504,9YmTrPqSZRCvxRtLi
skyscraper wall,,No,NA,No,3000,750,Black,Gray,NA,NA,Saharah; Saharah's Co-op,,NA,NA,None,NA,NA,None,NA,Stone,451,expensive,city life,None,Neta Walls,Not for sale,1.0.0,Yes,RoomTexWallSkyscraper00,4852,Ah36ZRM9QBHBt7HZF
snowflake wall,,No,NA,Yes,NFS,4800,Aqua,Aqua,NA,NA,Crafting,,snowflakes,Yes,Four Pane,Grey Wood,Glass,Roller Shades,White,Cloth,201,freezing cold,fancy,None,Cloth Walls,Not for sale,1.0.0,Yes,RoomTexWallSnowCrystal00,4855,w5MEjbgphAwDo42mk
soothing tearoom wall,,No,NA,No,1750,437,White,Beige,1600,Poki,Nook's Cranny,,NA,NA,Circle,Natural Wood,Screen,None,NA,Wood,151,harmonious,retro,None,Tea Room Walls,For sale,1.0.0,Yes,RoomTexWallMud01,11177,Bke28iGoY3LhDagx4
spooky wall,,No,NA,No,NFS,3000,Orange,Purple,NA,NA,All villagers,Trade candy or a lollipop with a villager,Halloween,Yes,Four Pane,Dark Wood,Glass,None,NA,Cloth,231,horror,party,spooky,Stripe Walls,Not for sale,1.5.0,Yes,RoomTexWallHalloween00,13224,hD6Y9zX2se2nKpxWy
stacked-wood wall,,No,NA,Yes,NFS,1800,Brown,Brown,NA,NA,Crafting,,NA,NA,None,NA,NA,None,NA,Wood,103,workshop,facility,None,Wood Walls,Not for sale,1.0.0,Yes,RoomTexWallFireWood00,4844,TZi9bo7GYzJxPJNNe
stadium wall,,Yes,NA,No,3000,750,Colorful,Colorful,NA,NA,Saharah; Saharah's Co-op,,NA,NA,None,NA,NA,None,NA,Plain,451,sports,None,None,Special Cool Nature Walls,Not for sale,1.0.0,Yes,RoomSpWallStadium00,5503,oJoGTXMzLnYTpdBaf
standard tearoom wall,,No,NA,No,1750,437,Green,Green,1600,Poki,Nook's Cranny,,NA,NA,Circle,Natural Wood,Screen,None,NA,Wood,151,harmonious,None,None,Tea Room Walls,For sale,1.0.0,Yes,RoomTexWallMud00,5521,4Zv8KLzxrsm6k53pN
starry wall,,Yes,LightOff,Yes,NFS,7500,Gray,White,NA,NA,Crafting,,NA,NA,Four Pane,White Wood,Glass,Roller Shades,White,Cloth,103,fancy,child's room,None,Special Cool Nature Walls,Not for sale,1.0.0,Yes,RoomSpWallStarPrint00,5528,sjnLXANKDEPMzdGbn
starry-sky wall,,Yes,NA,Yes,NFS,7500,Blue,Blue,NA,NA,Crafting,,NA,NA,None,NA,NA,None,NA,Plain,103,space,fantasy,stars,Special Cool Nature Walls,Not for sale,1.0.0,Yes,RoomSpWallStarSky00,5500,iMQgW8pWYPWbj9Qom
stately wall,,No,NA,No,2450,612,White,White,2200,Poki,Nook's Cranny,,NA,NA,None,NA,NA,None,NA,Stone,151,expensive,European,None,Asia,For sale,1.0.0,Yes,RoomTexWallRenaissance00,4861,BdPATBHc8m7YvJzwP
steampunk wall,,No,NA,No,3000,750,Brown,Black,NA,NA,Saharah's Co-op,,NA,NA,None,NA,NA,None,NA,Stone,451,sci-fi,lab,None,Iron Walls,Not for sale,2.0.0,Yes,RoomTexWallSteampunk00,4937,DhX6XzLy3Bg7s4owN
steel-frame wall,,No,NA,Yes,NFS,6000,Red,Gray,NA,NA,Crafting,,NA,NA,None,NA,NA,None,NA,Stone,103,workshop,construction site,None,Iron Walls,Not for sale,1.0.0,Yes,RoomTexWallSteel00,4801,K2uSKanJ3r6bQt6MG
stone wall,,No,NA,Yes,NFS,1500,Black,Gray,NA,NA,Crafting,,NA,NA,None,NA,NA,None,NA,Stone,103,horror,ancient,None,Stone Walls,Not for sale,1.0.0,Yes,RoomTexWallBasement00,5216,8hnPcADHfoEpvgSAS
stormy-night wall,,Yes,Random,No,3000,750,Black,Gray,NA,NA,Saharah; Saharah's Co-op,,NA,NA,None,NA,NA,None,NA,Plain,451,horror,None,None,Special Warm Nature Walls,Not for sale,1.0.0,Yes,RoomSpWallThunder00,5499,Y3sjyMeHtDFcdBfrM
straw wall,,No,NA,No,3000,750,Beige,Beige,NA,NA,Saharah; Saharah's Co-op,,NA,NA,None,NA,NA,None,NA,Stone,451,heritage,retro,None,Wood Walls,Not for sale,1.0.0,Yes,RoomTexWallStraw00,5217,u3orRaGAX2iwdtCLG
strawberry-chocolate wall,,No,NA,No,3000,750,Pink,Pink,NA,NA,Saharah; Saharah's Co-op,,NA,NA,None,NA,NA,None,NA,Tile,451,fancy,None,None,Chocolate,Not for sale,1.0.0,Yes,RoomTexWallChocolate02,4934,G5QeNa2L26MwuCexA
street-art wall,,No,NA,No,3000,750,Colorful,Colorful,NA,NA,Saharah; Saharah's Co-op,,NA,NA,None,NA,NA,None,NA,Stone,451,workshop,city life,None,Neta Walls,Not for sale,1.0.0,Yes,RoomTexWallStreetArt00,5221,88hCuytidryqimPXr
summit wall,,Yes,Synchro,No,3000,750,Black,White,NA,NA,Saharah; Saharah's Co-op,,NA,NA,None,NA,NA,None,NA,Plain,451,nature,outdoors,None,Special Cool Nature Walls,Not for sale,1.0.0,Yes,RoomSpWallMountainTop00,5513,hFmF2iNjDvLGfF3Rf
supermarket wall,,No,NA,No,3000,750,Colorful,Colorful,NA,NA,Saharah's Co-op,,NA,NA,None,NA,NA,None,NA,Tile,451,shop,supermarket,None,WallFacility,Not for sale,2.0.0,Yes,RoomTexWallSupermarket00,5220,tttMaoMYDWcGjpCSD
tent wall,,No,NA,No,3000,750,Beige,Beige,NA,NA,Saharah's Co-op,,NA,NA,None,NA,NA,None,NA,Cloth,451,outdoors,facility,None,Simple Walls,Not for sale,2.0.0,Yes,RoomTexWallGlamping00,13435,T5kHeh2QvsQNQ5avc
train-window wall,,Yes,Synchro,No,3000,750,Beige,Black,NA,NA,Saharah's Co-op,,NA,NA,None,NA,NA,None,NA,Tile,451,facility,None,None,Special Walls,Not for sale,2.0.0,Yes,RoomSpWallTrain00,5496,pkPNcpqbtoB3fNmCT
tree-lined wall,,No,NA,No,3000,750,Green,Aqua,NA,NA,Saharah; Saharah's Co-op,,NA,NA,None,NA,NA,None,NA,Stone,451,city life,local,None,Nature Walls,Not for sale,1.0.0,Yes,RoomTexWallRoadsideTree00,5456,aLzrLXC7Nyk6h6pDw
tropical vista,,Yes,Synchro,Yes,NFS,6000,Aqua,Beige,NA,NA,Crafting,,summer shells,Yes,None,NA,NA,None,NA,Plain,201,ocean,resort,None,Special Cool Nature Walls,Not for sale,1.0.0,Yes,RoomSpWallTropical00,5661,sZgNFwEcxpLSAxB4X
Turkey Day wall,,No,NA,No,NFS,750,Beige,Beige,NA,NA,Franklin,Reward for giving Franklin the requested ingredients,Turkey Day,Yes,None,NA,NA,None,NA,Cloth,351,party,None,Turkey Day,Cloth Walls,Not for sale,1.6.0,Yes,RoomTexWallHarvest00,13318,FofB2mpArZFhp3QJC
underwater wall,,Yes,Synchro,Yes,NFS,8600,Blue,Aqua,NA,NA,Crafting,,summer shells,Yes,None,NA,NA,None,NA,Plain,201,ocean,None,None,Special Cool Nature Walls,Not for sale,1.0.0,Yes,RoomSpWallFishTank00,5508,QXNnruZcwJursNmjP
wavy-tile wall,,No,NA,No,1740,435,Gray,White,1600,Poki,Nook's Cranny,,NA,NA,None,NA,NA,None,NA,Stone,151,shop,facility,None,Tile Walls,For sale,1.0.0,Yes,RoomTexWallWaveTile00,4832,eLQ2JDZKjrzcnP9gn
wedding-party wall,,No,NA,No,NFS,437,White,White,12,Heart Crystals,Cyrus,,Wedding Season,Yes,None,NA,NA,None,NA,Stone,437,party,expensive,wedding,Cloth Walls,Not for sale,1.2.0,Yes,RoomTexWallJuneBride00,12461,xT6kyFtbGPpR8nRM3
western vista,,Yes,Synchro,No,3000,750,Brown,Beige,NA,NA,Saharah; Saharah's Co-op,,NA,NA,None,NA,NA,None,NA,Plain,451,local,ancient,None,Special Cool Nature Walls,Not for sale,1.0.0,Yes,RoomSpWallWilderness00,5489,tYFKmm4XzGGGQAcfG
white botanical-tile wall,,No,NA,No,1240,310,White,White,1100,Poki,Nook's Cranny,,NA,NA,Single Pane,White Wood,Glass,Slatted Blinds,White Plastic,Stone,151,facility,expensive,None,Wood Tile Walls,For sale,1.0.0,Yes,RoomTexWallWoodTile00,4826,QyrvwKiKMmNvm7KxR
white delicate-blooms wall,,No,NA,No,1900,475,White,White,1700,Poki,Nook's Cranny,,NA,NA,Four Pane,Dark Wood,Glass,Roller Shades,Undyed,Wood,151,expensive,living room,None,Manor Walls,For sale,1.0.0,Yes,RoomTexWallManor00,4891,ZDpt8b6TTGr2hihP5
white European-style wall,,Yes,NA,No,3000,750,White,Aqua,NA,NA,Saharah's Co-op,,NA,NA,None,NA,NA,None,NA,Stone,451,European,restaurant,None,Special Walls,Not for sale,2.0.0,Yes,RoomSpWallFrench00,12906,itpyDq45huqbfAcqB
white hallway wall,,No,NA,No,2000,500,White,White,1800,Poki,Nook's Cranny,,NA,NA,None,NA,NA,None,NA,Wood,151,facility,music,None,Hall Walls,For sale,1.0.0,Yes,RoomTexWallHall02,6861,HZoM3iHpKrQPBK2Gh
white honeycomb-tile wall,,No,NA,No,1680,420,White,White,1500,Poki,Nook's Cranny,,NA,NA,Sliding Pane,White Metal,Glass,None,NA,Stone,151,bathroom,public bath,None,Honeycomb,For sale,1.0.0,Yes,RoomTexWallHoneycomb03,4914,K8mdzBZZeBLxZEAzZ
white painted-wood wall,,No,NA,No,1650,412,White,White,1500,Poki,Nook's Cranny,,NA,NA,Four Pane,White Wood,Glass,None,NA,Wood,151,living room,child's room,None,Painted Wood,For sale,1.0.0,Yes,RoomTexWallPaintWood03,4803,cN4bnHaw4mruhnMZk
white perforated-board wall,,No,NA,No,1180,295,White,White,1100,Poki,Nook's Cranny,,NA,NA,None,NA,NA,None,NA,Tile,151,music,facility,None,Pegboard Walls,For sale,1.0.0,Yes,RoomTexWallPegboard00,4920,krohWS7x49N2hCKrF
