Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,HHA Base Points,Color 1,Color 2,Size,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,Seasonal Availability,Seasonality,Gender,Style 1,Style 2,Label Themes,Sort Order,Villager Equippable,Catalog,Version Added,Unlocked?,Filename,ClothGroup ID,Internal ID,Unique Entry ID
satchel,,,Black,No,2200,550,23,Black,Gray,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Cool,formal; work,1,No,For sale,2.0.0,Yes,BagBackpackStudent1,1471,593,5dHpdP4JSz8oSzzwi
satchel,,,Red,No,2200,550,23,Red,Yellow,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Cool,formal; work,2,No,For sale,2.0.0,Yes,BagBackpackStudent4,1471,655,P26qgJx976qNnTizz
satchel,,,Blue,No,2200,550,23,Blue,Brown,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Cool,formal; work,3,No,For sale,2.0.0,Yes,BagBackpackStudent3,1471,654,g6vSGRqY7twi2Xwb7
satchel,,,Brown,No,2200,550,23,Brown,Beige,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Cool,formal; work,4,No,For sale,2.0.0,Yes,BagBackpackStudent0,1471,14824,v9ciNcMfwAKxRMpFv
satchel,,,Camel,No,2200,550,23,Beige,Brown,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Cool,formal; work,5,No,For sale,2.0.0,Yes,BagBackpackStudent2,1471,629,xjhK3RT8JhG5vgsXa
schoolbag,,,Blue,No,1040,260,23,Blue,White,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Simple,everyday; formal,1,No,For sale,2.0.0,Yes,BagBackpackSchoolbag0,1396,14367,Eun5adjptXEx583F5
schoolbag,,,Gray,No,1040,260,23,Gray,White,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Simple,everyday; formal,2,No,For sale,2.0.0,Yes,BagBackpackSchoolbag3,1396,263,2yZ9Lwtwy5hi6NkD8
schoolbag,,,Black,No,1040,260,23,Black,White,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Simple,everyday; formal,3,No,For sale,2.0.0,Yes,BagBackpackSchoolbag2,1396,262,4whhzLZv4ev8ce8uq
schoolbag,,,Green,No,1040,260,23,Green,White,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Simple,everyday; formal,4,No,For sale,2.0.0,Yes,BagBackpackSchoolbag5,1396,265,DuwfdGhZ8xdwNqKXB
schoolbag,,,Navy blue,No,1040,260,23,Blue,White,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Simple,everyday; formal,5,No,For sale,2.0.0,Yes,BagBackpackSchoolbag1,1396,261,SFupMsosQrxSYCwjN
schoolbag,,,Brown,No,1040,260,23,Brown,White,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Simple,everyday; formal,6,No,For sale,2.0.0,Yes,BagBackpackSchoolbag4,1396,264,MziaRbziRSrR8XrMC
shellfish pochette,,,NA,Yes,NFS,10800,201,White,White,1x1,NA,NA,Crafting,,summer shells,Yes,All Year,All Year,Free,Cute,Elegant,fairy tale; vacation,1,No,Not for sale,1.0.0,Yes,BagShoulderShell0,982,7494,XEsQxMf7k9qvjYxPF
simple backpack,,,Camel,No,1040,260,23,Brown,Brown,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Active,everyday,1,No,For sale,2.0.0,Yes,BagBackpackTownSimple0,1479,14843,46RJNMzFwzNwqK4BJ
simple backpack,,,Gray,No,1040,260,23,Gray,Gray,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Active,everyday,2,No,For sale,2.0.0,Yes,BagBackpackTownSimple1,1479,699,5AqHWzzspzWQBrkeJ
simple backpack,,,Black,No,1040,260,23,Black,Black,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Active,everyday,3,No,For sale,2.0.0,Yes,BagBackpackTownSimple2,1479,721,wQXGc6h9AaPKQNkMk
simple tote bag,NA,,Red,No,920,230,23,White,Red,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Simple,everyday,1,No,For sale,2.0.0,Yes,ToolBagTote0,1513,14787,TjJmKPSpS5YvWRyLx
simple tote bag,NA,,Yellow,No,920,230,23,White,Yellow,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Simple,everyday,2,No,For sale,2.0.0,Yes,ToolBagTote2,1513,358,XEhDmxKAguuTnaZ2p
simple tote bag,NA,,Green,No,920,230,23,White,Green,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Simple,everyday,3,No,For sale,2.0.0,Yes,ToolBagTote3,1513,359,uqapgkphMr2xSCref
simple tote bag,NA,,Blue,No,920,230,23,White,Blue,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Simple,everyday,4,No,For sale,2.0.0,Yes,ToolBagTote1,1513,357,baKhef2uMjG9u5uew
simple tote bag,NA,,Black & white,No,920,230,23,Black,White,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Simple,everyday,5,No,For sale,2.0.0,Yes,ToolBagTote5,1513,361,QgHjko5EaZJzeTcdo
simple tote bag,NA,,Beige,No,920,230,23,Beige,White,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Simple,everyday,6,No,For sale,2.0.0,Yes,ToolBagTote4,1513,360,uMP95fiBP86EyCrrq
snowflake pochette,,,NA,Yes,NFS,2400,201,Aqua,White,1x1,NA,NA,Crafting,,snowflakes,Yes,All Year,All Year,Free,Elegant,Cool,fairy tale; party; vacation,1,No,Not for sale,1.0.0,Yes,BagShoulderSnow0,981,7493,gW7R4HX8hjZEHAFtB
spacey backpack,,,Pink,No,1280,320,23,Pink,Purple,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Active,everyday,1,No,For sale,2.0.0,Yes,BagBackpackTownSpace2,1482,687,j3ekuYNChEzbFwYHi
spacey backpack,,,Purple,No,1280,320,23,Green,Purple,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Active,everyday,2,No,For sale,2.0.0,Yes,BagBackpackTownSpace1,1482,686,TnLKmp7wRGv58oXiH
spacey backpack,,,Blue,No,1280,320,23,Blue,Purple,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Active,everyday,3,No,For sale,2.0.0,Yes,BagBackpackTownSpace0,1482,14840,A2HoiTh5o3kZfaPb9
square backpack,,,Pink,No,1300,325,23,Pink,Black,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Active,Active,everyday; outdoorsy; sporty,1,No,For sale,1.0.0,Yes,BagBackpackSquare1,989,11967,wN6jaJRRvg6cQZXhk
square backpack,,,Yellow,No,1300,325,23,Yellow,Black,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Active,Active,everyday; outdoorsy; sporty,2,No,For sale,1.0.0,Yes,BagBackpackSquare0,989,7500,2RYepaMxTnXMZ9tXg
square backpack,,,Green,No,1300,325,23,Green,Black,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Active,Active,everyday; outdoorsy; sporty,3,No,For sale,1.0.0,Yes,BagBackpackSquare2,989,11968,rJain6G9X749mG5p7
square shoulder bag,,,Black,No,920,230,23,Black,Black,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Simple,everyday,1,No,For sale,2.0.0,Yes,BagShoulderSquare0,1469,14822,v2YbfRZAxvtYHebQC
square shoulder bag,,,Beige,No,920,230,23,Beige,Beige,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Simple,everyday,2,No,For sale,2.0.0,Yes,BagShoulderSquare1,1469,580,eKaCGGsdoK7RwTEsL
star pochette,,,NA,Yes,NFS,3000,103,Yellow,Yellow,1x1,NA,NA,Crafting,,NA,NA,All Year,All Year,Free,Cute,Gorgeous,fairy tale; party; vacation,1,No,Not for sale,1.0.0,Yes,BagShoulderStar0,977,7489,3WQ8vSWtHMjZ6YPtR
straw pochette,,,NA,No,980,245,23,Brown,Brown,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Elegant,comfy; vacation,1,No,For sale,1.0.0,Yes,BagShoulderRattan0,976,7488,CGs3z4dKEkH82FDyq
striped basket bag,NA,,Brown,No,1280,320,23,Beige,Brown,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Cute,everyday; fairy tale; vacation,1,No,For sale,2.0.0,Yes,ToolBagBasketborder0,1504,14855,yb7uitAH93P7rKqNe
striped basket bag,NA,,Black & white,No,1280,320,23,Black,White,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Cute,everyday; fairy tale; vacation,2,No,For sale,2.0.0,Yes,ToolBagBasketborder1,1504,362,GnEDsggSpDGP9ia7x
studded backpack,,,White,No,1560,390,23,White,Gray,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Cool,Cute,everyday; goth,1,No,For sale,1.0.0,Yes,BagBackpackStuds1,992,12006,e6iev2NrSfaxSg5nr
studded backpack,,,Black,No,1560,390,23,Black,Yellow,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Cool,Cute,everyday; goth,2,No,For sale,1.0.0,Yes,BagBackpackStuds0,992,7503,mTMCDJnwtFJzvQ9rs
sword in scabbard,,,Red,No,9800,2450,23,Red,Yellow,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Cool,Active,fairy tale; theatrical,1,No,For sale,2.0.0,Yes,BagShoulderSword0,1458,14785,Ti6Q8jF6RWqZNugdQ
sword in scabbard,,,Blue,No,9800,2450,23,Blue,Gray,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Cool,Active,fairy tale; theatrical,2,No,For sale,2.0.0,Yes,BagShoulderSword1,1458,711,JPyM7LmhhX5CmMebh
sword in scabbard,,,Black,No,9800,2450,23,Black,Yellow,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Cool,Active,fairy tale; theatrical,3,No,For sale,2.0.0,Yes,BagShoulderSword2,1458,713,5gEjmPpj3WFRuhFdf
tackle bag,,,NA,No,NFS,175,501,Blue,Orange,1x1,NA,NA,C.J.,,Fishing Tourney (Spring); Fishing Tourney (Summer); Fishing Tourney (Fall); Fishing Tourney (Winter),Yes,All Year,All Year,Free,Active,Active,outdoorsy; sporty; work,1,No,Not for sale,1.0.0,Yes,BagShoulderFishing0,966,7478,prkWCjgn7gTK4X8QH
tiny-flower-print tote bag,NA,,Pink,No,980,245,23,White,Pink,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Cute,everyday; fairy tale; outdoorsy,1,No,For sale,2.0.0,Yes,ToolBagToteflower0,1515,14856,ReXGHBzSxKfbAjPsK
tiny-flower-print tote bag,NA,,Yellow,No,980,245,23,White,Yellow,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Cute,everyday; fairy tale; outdoorsy,2,No,For sale,2.0.0,Yes,ToolBagToteflower2,1515,364,qmksHJtPC2wdfyFQk
tiny-flower-print tote bag,NA,,Light blue,No,980,245,23,White,Aqua,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Cute,everyday; fairy tale; outdoorsy,3,No,For sale,2.0.0,Yes,ToolBagToteflower1,1515,363,xM7mTGXFc8aeesQaq
tool bag,,,NA,No,910,227,23,Black,Yellow,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Active,Active,outdoorsy; work,1,No,For sale,1.0.0,Yes,BagShoulderTool0,983,7497,KiXvv8fvv7CN5sFDx
town backpack,,,Red,No,1040,260,23,Red,Red,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Active,Simple,everyday; outdoorsy,1,No,For sale,1.0.0,Yes,BagBackpackTown3,957,11945,wkeZwbrp9BoHTEPRZ
town backpack,,,Orange,No,1040,260,23,Orange,Orange,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Active,Simple,everyday; outdoorsy,2,No,For sale,1.0.0,Yes,BagBackpackTown1,957,6839,aZasytqebQRikaZZZ
town backpack,,,Green,No,1040,260,23,Green,Green,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Active,Simple,everyday; outdoorsy,3,No,For sale,1.0.0,Yes,BagBackpackTown0,957,6838,sm5eKnwyeNyKGXQLC
town backpack,,,Blue,No,1040,260,23,Blue,Blue,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Active,Simple,everyday; outdoorsy,4,No,For sale,1.0.0,Yes,BagBackpackTown2,957,11944,WGhvofsBw6pFs5c93
travel pouch,,,Pink,No,840,210,23,Pink,Black,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Active,Simple,everyday; outdoorsy,1,No,For sale,1.0.0,Yes,BagShoulderTravel0,958,2550,ygrWBZtknqDLLH8Rn
travel pouch,,,Green,No,840,210,23,Green,Black,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Active,Simple,everyday; outdoorsy,2,No,For sale,1.0.0,Yes,BagShoulderTravel1,958,12000,oX3GfBwtMfcQ4STtd
travel pouch,,,Light blue,No,840,210,23,Aqua,Black,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Active,Simple,everyday; outdoorsy,3,No,For sale,1.0.0,Yes,BagShoulderTravel2,958,12001,SSHDSgfSasCP6AgmW
travel pouch,,,Purple,No,840,210,23,Purple,Black,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Active,Simple,everyday; outdoorsy,4,No,For sale,1.0.0,Yes,BagShoulderTravel3,958,12002,HTjXg6MXwPZCwEtmJ
traveler's backpack,,,Orange,No,2940,735,23,Orange,Beige,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Active,fairy tale; outdoorsy; work,1,No,For sale,1.0.0,Yes,BagBackpackJourney0,988,7499,ag2m7kcBg83aCARGE
traveler's backpack,,,Blue,No,2940,735,23,Blue,Beige,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Active,fairy tale; outdoorsy; work,2,No,For sale,1.0.0,Yes,BagBackpackJourney1,988,11965,iprTWWTSARJtHTKqF
traveler's backpack,,,Brown,No,2940,735,23,Brown,Beige,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Active,fairy tale; outdoorsy; work,3,No,For sale,1.0.0,Yes,BagBackpackJourney2,988,11966,ehhBAiZqTHaTExHYP
veggie-print eco bag,NA,,NA,No,840,210,23,White,Green,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Active,everyday,1,No,For sale,2.0.0,Yes,ToolBagEco0,1517,14642,2c3dbi4vXBJ4m93jg
woven-vine pochette,,,NA,Yes,NFS,500,103,Green,Green,1x1,NA,NA,Crafting,,NA,NA,All Year,All Year,Free,Active,Cute,outdoorsy; vacation,1,No,Not for sale,2.0.0,Yes,BagShoulderVine0,1358,14249,9obxvbNYBwWEyCDgG
zebra-print backpack,,,White,No,1680,420,23,White,Black,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Active,everyday,1,No,For sale,2.0.0,Yes,BagBackpackTownZebra0,1478,14841,9TBWoimJRRKQAtPLr
zebra-print backpack,,,Yellow,No,1680,420,23,Yellow,Black,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Active,everyday,2,No,For sale,2.0.0,Yes,BagBackpackTownZebra1,1478,691,4Z8AEPoYdHBnWKWpP
zebra-print shoulder bag,,,White,No,1480,370,23,White,Black,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Simple,everyday,1,No,For sale,2.0.0,Yes,BagShoulderSquareZebra0,1499,14895,Tgs49qZqeCRhwcjXS
zebra-print shoulder bag,,,Yellow,No,1480,370,23,Yellow,Black,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Simple,everyday,2,No,For sale,2.0.0,Yes,BagShoulderSquareZebra1,1499,726,iR3Y5q357rdAgJf7R
zen clasp purse,,,Dark blue,No,960,240,23,Blue,Red,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Cute,everyday,1,No,For sale,2.0.0,Yes,BagShoulderGamaguchiJapan0,1491,14860,j2KQWS8koFrMCfFSB
zen clasp purse,,,Wisteria,No,960,240,23,Yellow,Pink,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Cute,everyday,2,No,For sale,2.0.0,Yes,BagShoulderGamaguchiJapan1,1491,353,JPNKHa4Rj38xrtR6a
zen clasp purse,,,Sky blue,No,960,240,23,Aqua,Blue,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Cute,everyday,3,No,For sale,2.0.0,Yes,BagShoulderGamaguchiJapan2,1491,354,W6M48fGe9R2XamF9c
