Name,Image,Texture,Source,Sell Price (Re-Tail),HHA Base Points,When HHA Lucky,Favorite Saying,Name (English EU),Name (Japanese),Name (Spanish NA),Name (Spanish EU),Name (French NA),Name (French EU),Name (German),Name (Italian),Name (Korean),Version Added,Hex ID (1.0),Hex ID (1.4),Model Filename,New To Series,Name (WW),Name (NH),Name (HHD),Name (PC)
Hopper's pic,,,Villagers,10,451,While Hopper Living in Town,,pic of Hopper,ダルマンのしゃしん,foto de Güiñón,foto de Güiñón,photo de Victor,photo de Victor,Foto von Hauke,foto di Pinguaio,달만이 사진,1.0,2FE0,32AE,brm_pgn03,,,Hopper's photo,,Hopper's pic
Hornsby's pic,,,Villagers,10,451,While Hornsby Living in Town,,pic of Hornsby,みつおのしゃしん,foto de Rino,foto de Rino,photo de Cornio,photo de Cornio,Foto von Rüdiger,foto di Rino,뿌람 사진,1.4,-,32E0,brm_rhn04,,,Hornsby's photo,,Hornsby's pic
Huck's pic,,,Villagers,10,451,While Huck Living in Town,,pic of Huck,ストローのしゃしん,foto de Ricardo,foto de Ricardo,photo de Bajoue,photo de Bajoue,Foto von Knuth,foto di Berto,스트로 사진,1.4,-,322C,brm_flg11,,,Huck's photo,,Huck's pic
Hugh's pic,,,Villagers,10,451,While Hugh Living in Town,,pic of Hugh,クッチャネのしゃしん,foto de Jacobo,foto de Jacobo,photo de Bonno,photo de Bonno,Foto von Hugo,foto di Jambon,먹고파 사진,1.0,2FEC,32BB,brm_pig03,,,Hugh's photo,,Hugh's pic
Iggly's pic,,,Villagers,10,451,While Iggly Living in Town,,pic of Iggly,のりまきのしゃしん,foto de Bobo,foto de Bobo,photo d'Urbain,photo d'Urbain,Foto von Pingi,foto di Piccio,김말이 사진,1.0,2FE5,32B4,brm_pgn11,,,Iggly's photo,,Iggly's pic
Ike's pic,,,Villagers,10,451,While Ike Living in Town,,pic of Ike,ダイクのしゃしん,foto de Astillas,foto de Astillas,photo d'Isaac,photo d'Isaac,Foto von Ike,foto di Ortensio,대공 사진,1.4,-,3198,brm_bea11,,,Ike's photo,,Ike's pic
Inkwell's pic,,,Villagers,10,451,While Inkwell Living in Town,,pic of Inkwell,スミダクンのしゃしん,foto de Tintelio,foto de Tintelio,photo de Pigmento,photo de Pigmento,Foto von Klecks,foto di Polpotto,멍무리 사진,1.4,-,3297,brm_oct03,,,-,,-
Isabelle's pic,,,Isabelle amiibo gift,10,499,-,,pic of Isabelle,しずえのしゃしん,foto de Canela,foto de Canela,photo de Marie,photo de Marie,Foto von Melinda,foto di Fuffi,여울 사진,1.4,-,333D,int_bromide_sza,,,Isabelle's photo,,-
Jack's pic,,,Jack amiibo gift,10,499,-,,pic of Jack,パンプキングのしゃしん,foto de Soponcio,foto de Soponcio,photo de Jacqu'O,photo de Jacqu'O,Foto von Jakob,foto di Fifonio,펌킹 사진,1.4,-,3334,int_bromide_pkn,,,Jack's photo,,-
Jacob's pic,,,Villagers,10,451,While Jacob Living in Town,,pic of Jakey,ジャコテンのしゃしん,foto de Repollo,foto de Repollo,photo de Jacob,photo de Jacob,Foto von Jesko,foto di Valerio,야곱 사진,1.4,-,31A4,brm_brd11,,,Jacob's photo,,Jacob's pic
Jacques's pic,,,Villagers,10,451,While Jacques Living in Town,,pic of Jacques,ジョッキーのしゃしん,foto de Gorrelmo,foto de Gorrelmo,photo de Jacky,photo de Jacky,Foto von Pierre,foto di Zampiero,쪼끼 사진,1.0,2F00,31A6,brm_brd16,,,Jacques's photo,,Jacques's pic
Jambette's pic,,,Villagers,10,451,While Jambette Living in Town,,pic of Jambette,エスメラルダのしゃしん,foto de Anquita,foto de Anquita,photo de Gambette,photo de Gambette,Foto von Jeanette,foto di Giada,에스메랄다 사진,1.0,2F74,322E,brm_flg13,,,Jambette's photo,,Jambette's pic
Jay's pic,,,Villagers,10,451,While Jay Living in Town,,pic of Jay,ツバクロのしゃしん,foto de Jairo,foto de Jota,photo de Gérard,photo de Gérard,Foto von Jan,foto di Jet,참돌이 사진,1.0,2EF9,319C,brm_brd00,,,Jay's photo,,Jay's pic
Jeremiah's pic,,,Villagers,10,451,While Jeremiah Living in Town,,pic of Jeremiah,クワトロのしゃしん,foto de Jeremías,foto de Jeremías,photo de Jérémie,photo de Jérémie,Foto von Jörg,foto di Geremia,드리미 사진,1.0,2F71,3229,brm_flg07,,,Jeremiah's photo,,Jeremiah's pic
Jingle's pic,,,Jingle,10,499,-,,pic of Jingle,ジングルのしゃしん,foto de Renato,foto de Renato,photo de Rodolphe,photo de Rodolphe,Foto von Chris,foto di Jingle,루돌 사진,1.0,3036,3348,int_bromide_snt,,,Jingle's photo,,-
Jitters's pic,,,Villagers,10,451,While Jitters Living in Town,,pic of Jitters,ジーニョのしゃしん,foto de Camelio,foto de Camelio,photo de Gilbert,photo de Gilbert,Foto von Alex,foto di Brivido,딩요 사진,1.0,2EFD,31A0,brm_brd04,,,Jitters's photo,,Jitters's pic
Joan's pic,,,Joan amiibo gift,10,499,-,,pic of Joan,カブリバのしゃしん,foto de Juana,foto de Juana,photo de Porcella,photo de Porcella,Foto von Sigrid,foto di Nella,무파라 사진,1.4,-,331A,int_bromide_boa,,,Joan's photo,,-
Joey's pic,,,Villagers,10,451,While Joey Living in Town,,pic of Joey,リチャードのしゃしん,foto de Pascual,foto de Pascual,photo de Joseph,photo de Joseph,Foto von Kalle,foto di Pino,리처드 사진,1.0,2F54,3207,brm_duk01,,,Joey's photo,,Joey's pic
Julia's pic,,,Villagers,10,451,While Julia Living in Town,,pic of Julia,ジュリアのしゃしん,foto de Julia,foto de Julia,photo de Julie,photo de Julie,Foto von Julia,foto di Giulia,줄리아 사진,1.4,-,329C,brm_ost05,,,Julia's photo,,Julia's pic
Julian's pic,,,Villagers,10,451,While Julian Living in Town,,pic of Julian,ジュリーのしゃしん,foto de Azulino,foto de Azulino,photo de Lico,photo de Lico,Foto von Jimmy,foto di Giuliano,유니오 사진,1.0,2FA0,3262,brm_hrs13,,,Julian's photo,,Julian's pic
June's pic,,,Villagers,10,451,While June Living in Town,,pic of June,メイのしゃしん,foto de Hanalulú,foto de Hanalulú,photo d'Agnès,photo d'Agnès,Foto von Juna,foto di June,메이 사진,1.4,-,31D1,brm_cbr13,,,June's photo,,June's pic
K.K.'s pic,,,K.K. Slider,10,499,-,,pic of K.K.,とたけけのしゃしん,foto de Totakeke,foto de Totakeke,photo de Kéké,photo de Kéké,Foto von K.K.,foto di K.K.,T.K. 사진,1.0,303A,331E,int_bromide_tkk,,,K.K.'s photo,,-
Kabuki's pic,,,Villagers,10,451,While Kabuki Living in Town,,pic of Kabuki,かぶきちのしゃしん,foto de Kabuki,foto de Kabuki,photo de Kabuki,photo de Kabuki,Foto von Kabuki,foto di Kabuki,가북희 사진,1.0,2F11,31B9,brm_cat09,,,Kabuki's photo,,Kabuki's pic
Kapp'n's pic,,,Kapp'n amiibo gift,10,499,-,,pic of Kapp'n,かっぺいのしゃしん,foto del Capitán,foto del Capitán,photo d'Amiral,photo d'Amiral,Foto von Käpten,foto di Remo,갑돌 사진,1.4,-,3326,int_bromide_kpp,,,Kapp'n's photo,,-
Katie's pic,,,Katie,10,1280,-,,pic of Katie,まいこのしゃしん,foto de Cati,foto de Cati,photo de Cathie,photo de Cathie,Foto von Katja,foto di Micetta,미야 사진,1.0,3039,3346,int_bromide_lom,,,Katie's photo,,-
Katrina's pic,,,Katrina amiibo gift,10,499,-,,pic of Katrina,ハッケミィのしゃしん,foto de Katrina,foto de Katrina,photo d'Astrid,photo d'Astrid,Foto von Smeralda,foto di Vanda,마추릴라 사진,1.4,-,331B,int_bromide_bpt,,,Katrina's photo,,-
Katt's pic,,,Villagers,10,451,While Katt Living in Town,,pic of Katt,ちょいのしゃしん,foto de Melina,foto de Melina,photo de Kat,photo de Kat,Foto von Janine,foto di Ofelia,쵸이 사진,1.0,2F1D,31C5,brm_cat21,,,Katt's photo,,Katt's pic
Keaton's pic,,,Villagers,10,451,While Keaton Living in Town,,pic of Keaton,フランクのしゃしん,foto de Lucho,foto de Lucho,photo d'Enzo,photo d'Enzo,Foto von Kai,foto di Aquilio,프랭크 사진,1.0,2FDB,32A9,brm_pbr08,,,Keaton's photo,,Keaton's pic
Ken's pic,,,Villagers,10,451,While Ken Living in Town,,pic of Ken,クロベエのしゃしん,foto de Pichón,foto de Pichón,photo de Ken,photo de Ken,Foto von Hannes,foto di Aligalli,오골 사진,1.0,2F31,31DF,brm_chn13,,,Ken's photo,,Ken's pic
Ketchup's pic,,,Villagers,10,451,While Ketchup Living in Town,,pic of Ketchup,ケチャップのしゃしん,foto de Kétchup,foto de Kétchup,photo de Ketchup,photo de Ketchup,Foto von Pullunda,foto di Ketchup,케첩 사진,1.4,-,3213,brm_duk13,,,Ketchup's photo,,Ketchup's pic
Kevin's pic,,,Villagers,10,451,While Kevin Living in Town,,pic of Kevin,イノッチのしゃしん,foto de Porcinio,foto de Porcinio,photo de Jean-Bon,photo de Jean-Bon,Foto von Kevin,foto di Kotekiño,멧지 사진,1.0,2FF3,32C4,brm_pig15,,,Kevin's photo,,Kevin's pic
Kicks's pic,,,Kicks amiibo gift,10,499,-,,pic of Kicks,シャンクのしゃしん,foto de Betunio,foto de Betunio,photo de Blaise,photo de Blaise,Foto von Schubert,foto di Sciuscià,패트릭 사진,1.4,-,333C,int_bromide_skk,,,Kicks's photo,,-
Kid Cat's pic,,,Villagers,10,451,While Kid Cat Living in Town,,pic of Kid Cat,1ごうのしゃしん,foto de Gatomán,foto de Gatomán,photo de Câlin,photo de Câlin,Foto von Pit,foto di Zampa,1호 사진,1.0,2F12,31BA,brm_cat10,,,Kid Cat's photo,,Kid Cat's pic
Kidd's pic,,,Villagers,10,451,While Kidd Living in Town,,pic of Kidd,やさおのしゃしん,foto de Cabrálex,foto de Cabrálex,photo de Mokhtar,photo de Moktar,Foto von Bocki,foto di Vittorio,염두리 사진,1.0,2F7D,3239,brm_goa07,,,Kidd's photo,,Kidd's pic
Kiki's pic,,,Villagers,10,451,While Kiki Living in Town,,pic of Kiki,キャビアのしゃしん,foto de Ágata,foto de Ágata,photo de Kiki,photo de Kiki,Foto von Kiki,foto di Kiki,캐비어 사진,1.0,2F0C,31B4,brm_cat04,,,Kiki's photo,,Kiki's pic
Kitt's pic,,,Villagers,10,451,While Kitt Living in Town,,pic of Kitt,アップリケのしゃしん,foto de Antípoda,foto de Antípoda,photo de Poquette,photo de Poquette,Foto von Kerstin,foto di Kitt,애플리케 사진,1.0,2FA9,326E,brm_kgr00,,,Kitt's photo,,Kitt's pic
Kitty's pic,,,Villagers,10,451,While Kitty Living in Town,,pic of Kitty,ショコラのしゃしん,foto de Kasandra,foto de Kasandra,photo de Kitty,photo de Kitty,Foto von Karen,foto di Ester,쇼콜라 사진,1.0,2F16,31BE,brm_cat14,,,Kitty's photo,,Kitty's pic
Klaus's pic,,,Villagers,10,451,While Klaus Living in Town,,pic of Klaus,クマロスのしゃしん,foto de Gruñerto,foto de Gruñerto,photo de Klaus,photo de Klaus,Foto von Grischa,foto di Maciste,곰도로스 사진,1.0,2EF8,319B,brm_bea14,,,Klaus's photo,,Klaus's pic
Knox's pic,,,Villagers,10,451,While Knox Living in Town,,pic of Knox,キンカクのしゃしん,foto de Tono,foto de Tono,photo de Wolfram,photo de Wolfram,Foto von Tschiwi,foto di Kalin,금끼오 사진,1.0,2F2F,31DD,brm_chn11,,,Knox's photo,,Knox's pic
Kody's pic,,,Villagers,10,451,While Kody Living in Town,,pic of Kody,アイダホのしゃしん,foto de Orestes,foto de Orestes,photo de Bill,photo de Bill,Foto von Bernd,foto di Salomone,아이다호 사진,1.0,2F22,31CB,brm_cbr04,,,Kody's photo,,Kody's pic
Kyle's pic,,,Villagers,10,451,While Kyle Living in Town,,pic of Kyle,リカルドのしゃしん,foto de Ataúlfo,foto de Ataúlfo,photo de Gary,photo de Gary,Foto von Wolfgang,foto di Ululo,리카르도 사진,1.0,3033,3314,brm_wol10,,,Kyle's photo,,Kyle's pic
Labelle's pic,,,Labelle amiibo gift,10,499,-,,pic of Labelle,ケイトのしゃしん,foto de Trini,foto de Trini,photo de Maria,photo de Maria,Foto von Samthea,foto di Bice,케이트 사진,1.4,-,3321,int_bromide_hgc,,,Label's photo,,-
Leif's pic,,,Leif amiibo gift,10,499,-,,pic of Leif,レイジのしゃしん,foto de Gandulio,foto de Gandulio,photo de Racine,photo de Racine,Foto von Gerd,foto di Florindo,늘봉 사진,1.4,-,3342,int_bromide_slo,,,Leif's photo,,-
Leila's pic,,,Leila amiibo gift,10,499,-,,pic of Leila,ククのしゃしん,foto de Conchita,foto de Conchita,photo de Lila,photo de Lila,Foto von Lotte,foto di Romina,꼬미 사진,1.4,-,3327,int_bromide_kps,,,Leila's photo,,-
Leilani's pic,,,Leilani amiibo gift,10,499,-,,pic of Leilani,クーコのしゃしん,foto de Marimar,foto de Marimar,photo de Liliane,photo de Liliane,Foto von Lore,foto di Ramona,갑순 사진,1.4,-,3325,int_bromide_kpm,,,Leilani's photo,,-
Leonardo's pic,,,Villagers,10,451,While Leonardo Living in Town,,pic of Leonardo,ヒョウタのしゃしん,foto de Leocadio,foto de Leocadio,photo de Dolph,photo de Dolph,Foto von Tim,foto di Bengalo,범호 사진,1.0,3029,3308,brm_tig04,,,Leonardo's photo,,Leonardo's pic
Leopold's pic,,,Villagers,10,451,While Leopold Living in Town,,pic of Leopold,ティーチャーのしゃしん,foto de Leopoldo,foto de Leopoldo,photo de Leandro,photo de Leandro,Foto von Leandro,foto di Leandro,티처 사진,1.4,-,3279,brm_lon04,,,Leopold's photo,,Leopold's pic
Lily's pic,,,Villagers,10,451,While Lily Living in Town,,pic of Lily,レイニーのしゃしん,foto de Lili,foto de Lili,photo de Raina,photo de Raina,Foto von Liliane,foto di Gigliola,레이니 사진,1.0,2F6A,3222,brm_flg00,,,Lily's photo,,Lily's pic
Limberg's pic,,,Villagers,10,451,While Limberg Living in Town,,pic of Limberg,らっきょのしゃしん,foto de Camember,foto de Camember,photo de Gruyère,photo de Gruyère,Foto von Rafael,foto di Rosico,단무지 사진,1.0,2FBE,3286,brm_mus01,,,Limberg's photo,,Limberg's pic
Lionel's pic,,,Villagers,10,451,While Lionel Living in Town,,pic of Lionel,ライオネルのしゃしん,foto de Lionel,foto de Lionel,photo de Léopold,photo de Léopold,Foto von Lorenz,foto di Leonida,라이오넬 사진,1.0,2FB4,327C,brm_lon08,,,Lionel's photo,,Lionel's pic
Lobo's pic,,,Villagers,10,451,While Lobo Living in Town,,pic of Lobo,ブンジロウのしゃしん,foto de Lupo,foto de Lupo,photo de Lobo,photo de Lobo,Foto von Lupo,foto di Lupen,늑태 사진,1.0,302D,330C,brm_wol01,,,Lobo's photo,,Lobo's pic
Lolly's pic,,,Villagers,10,451,While Lolly Living in Town,,pic of Lolly,ラムネのしゃしん,foto de Feli,foto de Feli,photo de Linette,photo de Linette,Foto von Feline,foto di Maty,사이다 사진,1.0,2F1A,31C2,brm_cat18,,,Lolly's photo,,Lolly's pic
Lopez's pic,,,Villagers,10,451,While Lopez Living in Town,,pic of Lopez,トムソンのしゃしん,foto de Agreste,foto de Agreste,photo de Jon,photo de Jon,Foto von Eckart,foto di Lopez,톰슨 사진,1.0,2F40,31F0,brm_der05,,,Lopez's photo,,Lopez's pic
Lottie's pic,,,Lottie amiibo gift,10,499,-,,pic of Lottie,タクミのしゃしん,foto de Nuria,foto de Nuria,photo de Lou,photo de Lou,Foto von Karlotta,foto di Casimira,솜이 사진,1.4,-,334B,int_bromide_otg,,,Lottie's photo,,-
Louie's pic,,,Villagers,10,451,While Louie Living in Town,,pic of Louie,マッスルのしゃしん,foto de Lou,foto de Lou,photo de Louis,photo de Louis,Foto von Ludwig,foto di Lou,머슬 사진,1.4,-,323E,brm_gor04,,,Louie's photo,,Louie's pic
Lucha's pic,,,Villagers,10,451,While Lucha Living in Town,,pic of Lucha,マスカラスのしゃしん,foto de Plumerio,foto de Plumerio,photo de Condor,photo de Condor,Foto von Lukas,foto di Loreto,마스카라스 사진,1.0,2EFF,31A5,brm_brd15,,,Lucha's photo,,Lucha's pic
Lucky's pic,,,Villagers,10,451,While Lucky Living in Town,,pic of Lucky,ラッキーのしゃしん,foto de Pupas,foto de Pupas,photo de Ramsès,photo de Ramsès,Foto von Viktor,foto di Felice,럭키 사진,1.0,2F47,31F8,brm_dog02,,,Lucky's photo,,Lucky's pic
Lucy's pic,,,Villagers,10,451,While Lucy Living in Town,,pic of Lucy,ルーシーのしゃしん,foto de Aurelia,foto de Aurelia,photo de Lucie,photo de Lucie,Foto von Larissa,foto di Lucy,루시 사진,1.0,2FED,32BC,brm_pig04,,,Lucy's photo,,Lucy's pic
Luna's pic,,,Luna amiibo gift,10,499,-,,pic of Luna,ゆめみのしゃしん,foto de Alakama,foto de Alakama,photo de Serena,photo de Serena,Foto von Serenada,foto di Sonia,몽셰르 사진,1.4,-,3344,int_bromide_tap,,,Luna's photo,,-
Lyle's pic,,,Lyle amiibo gift,10,499,-,,pic of Lyle,ホンマさんのしゃしん,foto de Sisebuto,foto de Sisebuto,photo de Lionel,photo de Lionel,Foto von Fred,foto di Frodolo,안심해씨 사진,1.4,-,332D,int_bromide_ott,,,Lyle's photo,,-
Lyman's pic,,,Villagers,10,451,While Lyman Living in Town,,pic of Lyman,オズモンドのしゃしん,foto de Chipi,foto de Chipi,photo de Kalyptus,photo de Kalyptus,Foto von Pepe,foto di Nicola,오즈먼드 사진,1.0,2FA7,326C,brm_kal09,,,Lyman's photo,,Lyman's pic
Mabel's pic,,,Mabel amiibo gift,10,499,-,,pic of Mabel,きぬよのしゃしん,foto de Pili,foto de Pili,photo de Layette,photo de Layette,Foto von Tina,foto di Agostina,고순이 사진,1.4,-,3322,int_bromide_hgh,,,Mabel's photo,,-
Mac's pic,,,Villagers,10,451,While Mac Living in Town,,pic of Mac,チャンプのしゃしん,foto de Pit,foto de Pit,photo de Brutus,photo de Brutus,Foto von Wuffi,foto di Teo,챔프 사진,1.0,2F4E,3201,brm_dog14,,,Mac's photo,,Mac's pic
Maddie's pic,,,Villagers,10,451,While Maddie Living in Town,,pic of Maddie,マロンのしゃしん,foto de Martina,foto de Martina,photo d'Olympe,photo d'Olympe,Foto von Agnes,foto di Cristina,마롱 사진,1.4,-,31FF,brm_dog09,,,Maddie's photo,,Maddie's pic
Maelle's pic,,,Villagers,10,451,While Maelle Living in Town,,pic of Maelle,アンヌのしゃしん,foto de Patidifú,foto de Patidifú,photo de Maëlle,photo de Maëlle,Foto von Sissi,foto di Palmita,앤 사진,1.0,2F56,3209,brm_duk03,,,Maelle's photo,,Maelle's pic
Maggie's pic,,,Villagers,10,451,While Maggie Living in Town,,pic of Maggie,マーガレットのしゃしん,foto de Margarí,foto de Margarí,photo de Marjorie,photo de Marjorie,Foto von Magda,foto di Marcella,마가렛 사진,1.4,-,32C0,brm_pig10,,,Maggie's photo,,Maggie's pic
Mallary's pic,,,Villagers,10,451,While Mallary Living in Town,,pic of Mallary,スミモモのしゃしん,foto de Mirta,foto de Mirta,photo de Mallory,photo de Mallory,Foto von Marina,foto di Sofia,스미모 사진,1.0,2F59,320C,brm_duk06,,,Mallary's photo,,Mallary's pic
Maple's pic,,,Villagers,10,451,While Maple Living in Town,,pic of Maple,メープルのしゃしん,foto de Dulce,foto de Dulce,photo de Léa,photo de Léa,Foto von Mona,foto di Dulcinea,메이첼 사진,1.0,2F1F,31C8,brm_cbr01,,,Maple's photo,,Maple's pic
Marcel's pic,,,Villagers,10,451,While Marcel Living in Town,,pic of Marcel,もんじゃのしゃしん,foto de Eto,foto de Eto,photo d'Ismaël,photo d'Ismaël,Foto von Ronaldo,foto di Giosuè,에드워드 사진,1.0,2F4F,3202,brm_dog15,,,Marcel's photo,,Marcel's pic
Marcie's pic,,,Villagers,10,451,While Marcie Living in Town,,pic of Marcie,マリアのしゃしん,foto de Brisa,foto de Brisa,photo de Selma,photo de Selma,Foto von Marlies,foto di Adelaide,마리아 사진,1.0,2FAF,3275,brm_kgr10,,,Marcie's photo,,Marcie's pic
Margie's pic,,,Villagers,10,451,While Margie Living in Town,,pic of Margie,サリーのしゃしん,foto de Rita,foto de Rita,photo de Maguy,photo de Maguy,Foto von Elisa,foto di Marianna,샐리 사진,1.0,2F66,321B,brm_elp04,,,Margie's photo,,Margie's pic
Marina's pic,,,Villagers,10,451,While Marina Living in Town,,pic of Marina,タコリーナのしゃしん,foto de Marina,foto de Marina,photo de Marina,photo de Marina,Foto von Marianne,foto di Marina,문리나 사진,1.0,2FCC,3295,brm_oct01,,,Marina's photo,,Marina's pic
Marshal's pic,,,Villagers,10,451,While Marshal Living in Town,,pic of Marshal,ジュンのしゃしん,foto de Munchi,foto de Munchi,photo de Mathéo,photo de Mathéo,Foto von Huschke,foto di Scott,쭈니 사진,1.0,3024,3300,brm_squ17,,,Marshal's photo,,Marshal's pic
Marty's pic,,,Villagers,10,451,While Marty Living in Town,,pic of Marty,マーティーのしゃしん,foto de Marty,foto de Marty,photo de Marty,photo de Marty,Foto von Marty,foto di Marty,마티 사진,1.4,-,31D6,brm_cbr18,,,Marty's photo,,Marty's pic
Mathilda's pic,,,Villagers,10,451,While Mathilda Living in Town,,pic of Mathilda,アザラクのしゃしん,foto de Pugilda,foto de Pugilda,photo de Mathilde,photo de Mathilde,Foto von Marga,foto di Matilda,안젤라 사진,1.0,2FAA,326F,brm_kgr01,,,Mathilda's photo,,Mathilda's pic
Medli's pic,,,Villagers,10,451,While Medli Living in Town,,pic of Medli,メドリのしゃしん,foto de Medli,foto de Medli,photo de Médolie,photo de Médolie,Foto von Medolie,foto di Famirè,메들리 사진,1.4,-,31A9,brm_brd19,,,Megan's photo,,-
Melba's pic,,,Villagers,10,451,While Melba Living in Town,,pic of Melba,アデレードのしゃしん,foto de Melba,foto de Melba,photo de Melba,photo de Melba,Foto von Kornelia,foto di Melba,아델레이드 사진,1.0,2FA3,3267,brm_kal02,,,Melba's photo,,Melba's pic
Merengue's pic,,,Villagers,10,451,While Merengue Living in Town,,pic of Merengue,パティのしゃしん,foto de Natura,foto de Natura,photo de Patty,photo de Patty,Foto von Maria,foto di Irina,스트로베리 사진,1.0,300A,32E1,brm_rhn07,,,Merengue's photo,,Merengue's pic
Merry's pic,,,Villagers,10,451,While Merry Living in Town,,pic of Merry,さっちのしゃしん,foto de Susi,foto de Susi,photo de Suzy,photo de Suzy,Foto von Mischka,foto di Katy,유네찌 사진,1.0,2F18,31C0,brm_cat16,,,Merry's photo,,Merry's pic
Midge's pic,,,Villagers,10,451,While Midge Living in Town,,pic of Midge,うずまきのしゃしん,foto de Paloma,foto de Paloma,photo de Michèle,photo de Michèle,Foto von Anna,foto di Minù,핑글이 사진,1.0,2EFE,31A3,brm_brd08,,,Midge's photo,,Midge's pic
Mint's pic,,,Villagers,10,451,While Mint Living in Town,,pic of Mint,ミントのしゃしん,foto de Menta,foto de Menta,photo d'Amande,photo d'Amande,Foto von Marika,foto di Mentulla,민트 사진,1.0,301F,32F9,brm_squ09,,,Mint's photo,,Mint's pic
Mira's pic,,,Villagers,10,451,While Mira Living in Town,,pic of Mira,ミラコのしゃしん,foto de Amparo,foto de Amparo,photo de Grisette,photo de Grisette,Foto von Mira,foto di Martina,미랑 사진,1.0,3007,32DB,brm_rbt19,,,Mira's photo,,Mira's pic
Miranda's pic,,,Villagers,10,451,While Miranda Living in Town,,pic of Miranda,ミランダのしゃしん,foto de Miranda,foto de Miranda,photo de Maëllis,photo de Maëllis,Foto von Tanya,foto di Miranda,미란다 사진,1.0,2F5E,3212,brm_duk12,,,Miranda's photo,,Miranda's pic
Mitzi's pic,,,Villagers,10,451,While Mitzi Living in Town,,pic of Mitzi,マールのしゃしん,foto de Misi,foto de Misi,photo de Mistigri,photo de Mistigri,Foto von Miezi,foto di Zampetta,마르 사진,1.0,2F09,31B1,brm_cat01,,,Mitzi's photo,,Mitzi's pic
Moe's pic,,,Villagers,10,451,While Moe Living in Town,,pic of Moe,ジンペイのしゃしん,foto de Tristán,foto de Tristán,photo de Momo,photo de Momo,Foto von Tristan,foto di Moe,진상 사진,1.0,2F10,31B8,brm_cat08,,,Moe's photo,,Moe's pic
Molly's pic,,,Villagers,10,451,While Molly Living in Town,,pic of Molly,カモミのしゃしん,foto de Deira,foto de Deira,photo de Molly,photo de Molly,Foto von Monika,foto di Molly,귀오미 사진,1.0,2F60,3215,brm_duk16,,,Molly's photo,,Molly's pic
Monique's pic,,,Villagers,10,451,While Monique Living in Town,,pic of Monique,ジェーンのしゃしん,foto de Monique,foto de Monique,photo de Monique,photo de Monique,Foto von Monique,foto di Marylin,제인 사진,1.0,2F13,31BB,brm_cat11,,,Monique's photo,,Monique's pic
Monty's pic,,,Villagers,10,451,While Monty Living in Town,,pic of Monty,サルモンティのしゃしん,foto de Burton,foto de Burton,photo de Lourant,photo de Lourant,Foto von Daniel,foto di Mimmo,몽티 사진,1.0,2FB8,3280,brm_mnk04,,,Monty's photo,,Monty's pic
Moose's pic,,,Villagers,10,451,While Moose Living in Town,,pic of Moose,ピンのしゃしん,foto de Sato,foto de Sato,photo de Joachim,photo de Joachim,Foto von Mausbert,foto di Aldo,핑 사진,1.0,2FC6,328F,brm_mus14,,,Moose's photo,,Moose's pic
Mott's pic,,,Villagers,10,451,While Mott Living in Town,,pic of Mott,リックのしゃしん,foto de Jones,foto de Jones,photo d'Aimé,photo d'Aimé,Foto von Leonhard,foto di Leopold,릭 사진,1.0,2FB2,327A,brm_lon06,,,Mott's photo,,Mott's pic
Muffy's pic,,,Villagers,10,451,While Muffy Living in Town,,pic of Muffy,フリルのしゃしん,foto de Muaré,foto de Muaré,photo de Charlène,photo de Charlène,Foto von Marion,foto di Morena,프릴 사진,1.0,3014,32ED,brm_shp12,,,Muffy's photo,,Muffy's pic
Murphy's pic,,,Villagers,10,451,While Murphy Living in Town,,pic of Murphy,のりおのしゃしん,foto de Orsón,foto de Orsón,photo d'Eddie,photo d'Eddie,Foto von Michael,foto di Marcello,머피 사진,1.4,-,31CE,brm_cbr07,,,Murphy's photo,,Murphy's pic
Nan's pic,,,Villagers,10,451,While Nan Living in Town,,pic of Nan,スミのしゃしん,foto de Pécora,foto de Pécora,photo de Nana,photo de Nana,Foto von Zenobi,foto di Nan,순이 사진,1.0,2F7A,3235,brm_goa01,,,Nan's photo,,Nan's pic
Nana's pic,,,Villagers,10,451,While Nana Living in Town,,pic of Nana,チッチのしゃしん,foto de Nana,foto de Nana,photo de Mireille,photo de Mireille,Foto von Dorothea,foto di Nanà,키키 사진,1.0,2FB5,327D,brm_mnk01,,,Nana's photo,,Nana's pic
Naomi's pic,,,Villagers,10,451,While Naomi Living in Town,,pic of Naomi,ハナコのしゃしん,foto de Regina,foto de Regina,photo de Maiko,photo de Maiko,Foto von Jolanda,foto di Melina,화자 사진,1.0,2F34,31E3,brm_cow07,,,Naomi's photo,,Naomi's pic
Nat's pic,,,Nat amiibo gift,10,499,-,,pic of Nat,カメヤマさんのしゃしん,foto de Papilo,foto de Papilo,photo de Djarod,photo de Djarod,Foto von Carleon,foto di Gustavo,멜레옹 사진,1.4,-,331C,int_bromide_chm,,,Nat's photo,,-
Nate's pic,,,Villagers,10,451,While Nate Living in Town,,pic of Nate,バッカスのしゃしん,foto de Nachete,foto de Nachete,photo de Nathan,photo de Nathan,Foto von Nathan,foto di Gianni,박하스 사진,1.0,2EF1,3192,brm_bea05,,,Nate's photo,,Nate's pic
Nibbles's pic,,,Villagers,10,451,While Nibbles Living in Town,,pic of Nibbles,ガリガリのしゃしん,foto de Dentina,foto de Dentina,photo de Lola,photo de Lola,Foto von Knuspi,foto di Rododea,그리미 사진,1.0,301A,32F4,brm_squ04,,,Nibbles's photo,,Nibbles's pic
